READING (34 RUSSELL ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU707732,Long,-0.9832,Lat,51.4534,Elevation,154,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,3.86,2.05,4.06,2.92,0.89,1.48,4.41,2.99,1.53,3.93,1.24,4.84,1.46,3.15,0.54,2.51,1.59,2.48,2.62,2.74,3.24,2.87,0.88,0.85,2.67,1.54,0.61,1.58,,,,,,
February,,,,,,,3.04,1.46,1.34,2.55,1.78,0.91,1.54,1.49,1.46,1.91,1.96,1.42,1.92,3.66,3.03,3.15,1.79,4.47,1.55,2.8,0.78,0.73,1.19,1.69,0.55,0,1.32,3.02,,,,,,
March,,,,,,,1.6,2.07,1.36,0.94,1.62,0.97,2.04,2.39,0.4,0.77,3.6,2.46,1.05,0.74,0.97,1.96,0.98,0.85,1.72,1.76,1.32,1.86,3.95,1.66,1.13,1.65,0.89,0.19,,,,,,
April,,,,,,,1.62,1.85,1.64,1.23,0.33,2.91,2.2,0.71,1.34,1.12,2.03,2.67,2.3,3.26,1.7,0.54,3.64,1.21,1.82,1.57,1.59,0.91,1.7,1.96,1.63,0.68,1.03,0.05,,,,,,
May,,,,,,,1.53,1.64,0.59,2.97,1,0.19,2.19,1.31,1.26,2.27,0.44,2.41,3.43,4.2,0.27,0.93,1.61,2.12,0.52,2.79,4.12,1.16,1.26,2.49,1.74,2.67,1.12,1.15,,,,,,
June,,,,,,,3.15,1.69,0.48,1.19,0.52,2.96,2.1,1.77,1.43,3.11,2.55,1.73,1.74,4.84,2.39,1.71,2.2,2.63,2.44,1.75,0.73,1.23,2.06,0.99,2.56,0.81,1.17,0.56,,,,,,
July,,,,,,,1.11,3.41,1.52,0.58,1.58,3.12,4.33,2.09,0.97,5.25,0.72,2.99,1.41,3.03,4.82,1.59,2.5,2.89,2.5,0.18,2.53,1.02,5.02,1.39,4.06,1.89,2.83,3.03,,,,,,
August,,,,,,,2.18,1.67,3.72,1.35,1.38,1,2.9,2.18,1.25,0.98,3.79,2.47,6.47,6.17,0.59,5.49,2.21,1.07,0.95,0.7,0.78,1.41,1.44,1.96,2.15,4.51,3.23,2.11,,,,,,
September,,,,,,,5.07,3.26,3.38,3.27,1.86,4.51,1.08,2.29,3.26,1.96,4.3,1.07,0.82,2.8,4.4,2.02,2.22,3.02,1.37,4.5,1.36,2.19,1.35,1.39,0.69,1.52,2.84,0.9,,,,,,
October,,,,,,,1.61,2.66,2.28,1.37,2.48,1.24,3.56,2.03,3.4,5.99,1.42,1.79,3.17,1,4.83,1.91,5.22,1.6,0.92,4.25,3.43,1.59,1.18,3.32,0.99,7.96,3.79,2.68,,,,,,
November,,,,,,,1.13,0.94,1.28,2.82,1.35,0.57,3.1,1.97,2.65,3.27,4.14,4.96,3.27,0.55,2.22,3.29,2.95,2.68,1.63,3.3,3.47,3.19,4.01,0.94,2.02,2.1,1.77,1.98,,,,,,
December,,,,,,,1.59,0.93,4.3,3.12,2.12,1.1,3.57,0.58,1.7,1.18,5.68,1.75,1.66,0.77,3.48,3.08,2.41,0.59,2.51,1.09,4.58,1.35,1.58,1.38,1.09,4.06,1.07,2.79,,,,,,
Total,,,,,,,27.49,23.63,25.95,24.31,16.91,20.96,33.02,21.8,20.65,31.74,31.87,30.56,28.7,34.17,29.24,28.18,29.32,25.61,20.55,27.43,27.93,19.51,25.62,20.02,21.28,29.39,21.67,20.04,,,,,,
