"PLUMPTON (SCHOOL OF AGRICULTURE)",,,,,,,,,,,,
Grid ref,TQ359136,Long,-0.068524,Lat,50.905885,,,,,,,
Station no,505/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.67,4.77,6.98,3.94,5.23,4.65,4.06,,
February,,,,3.46,2.60,0.26,6.02,2.15,0.05,3.77,,
March,,,,3.90,1.22,0.39,1.70,2.29,2.31,2.24,,
April,,,,0.57,0.42,1.18,0.18,1.09,3.43,1.44,,
May,,,,1.68,5.55,0.52,1.46,3.12,0.48,1.83,,
June,,,,3.20,2.38,3.16,2.11,4.19,2.26,2.55,,
July,,,,4.65,0.44,3.33,4.63,3.19,2.22,5.80,,
August,,,,4.36,1.49,7.12,3.15,6.41,2.02,8.53,,
September,,,,4.64,3.28,5.63,4.27,5.53,0.14,4.32,,
October,,,,3.67,2.66,0.48,2.47,4.17,4.21,9.79,,
November,,,,7.61,1.82,1.09,3.63,3.07,4.72,11.42,,
December,,,,3.40,4.39,7.24,2.64,5.62,10.98,6.52,,
Total,,,,42.81,31.02,37.38,36.20,46.06,37.47,62.27,,
Calc annual,0.00,0.00,0.00,42.81,31.02,37.38,36.20,46.06,37.47,62.27,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
