"CHOBHAM SANDPIT HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,234,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.41,2.50,2.98,1.42,2.32,2.00,3.14,1.71,3.61,1.33,3.55,
February,0.29,0.35,2.53,3.37,0.38,3.61,2.08,3.91,1.74,0.47,0.71,
March,1.47,1.20,1.97,2.63,0.90,0.68,0.38,3.12,2.01,0.01,1.34,
April,3.70,0.71,3.05,2.16,3.18,1.94,2.88,1.74,2.13,0.90,1.75,
May,0.58,1.25,0.91,2.62,3.15,2.22,1.87,1.05,1.77,1.91,2.55,
June,1.45,0.23,0.86,0.33,2.73,,3.00,3.07,2.36,1.39,1.39,
July,5.13,0.17,3.16,1.65,4.10,3.26,1.97,2.30,1.94,1.12,1.75,
August,1.59,0.62,2.59,1.69,3.11,3.22,1.17,3.10,1.90,2.05,2.23,
September,2.34,1.54,1.71,1.48,3.34,2.83,1.55,4.54,1.02,0.14,3.02,
October,1.73,1.00,1.01,6.10,3.57,3.21,2.46,1.13,4.71,3.06,0.89,
November,1.04,1.82,1.43,1.62,2.55,1.70,4.64,3.15,1.78,6.11,4.27,
December,2.13,1.31,3.31,2.22,3.71,2.95,0.29,3.65,2.34,6.17,2.20,
Total,23.86,12.70,25.51,27.29,33.04,27.62,25.43,32.47,27.31,24.66,25.65,
Calc annual,23.86,12.70,25.51,27.29,33.04,27.62,25.43,32.47,27.31,24.66,25.65,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
