MERSTON-ABELANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU896034,Long,-0.729306,Lat,50.823219,Elevation,24,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,6.2,3.88,3.8,3.51,1.39,2.97,4.16,3.87,2.46,4.98,1.16,4.3,2.47,2.7,2.06,2.4,0.78,4.46,5.56,3.9,5.8,2.94,3.47,3.74,5.67,,1.73,1.94,3.39,4.87,0.89,1.43,3.71,3.22,1.36,1.25,3.21,,,,,
February,,,,,,,,,,2.5,0.66,0.9,3.08,4.72,0.32,4.74,2.32,3.84,1.81,1.33,1.39,1.83,0.14,2.84,0.02,3.61,2.56,5.43,0.45,1.44,3.47,3.03,0.56,1.36,0.77,1.17,2.95,2.32,1.25,1.26,5.58,6.24,0.68,1.53,3.07,0.65,,,,,
March,,,,,,,,,,4.54,2.71,1.03,1.92,2.5,1.57,0.28,0.58,3.2,1.94,0.12,1.33,0.92,1.44,2.69,2.44,0.54,1.59,3.37,0.51,1.35,3.3,2.82,3.19,0.68,0.28,1.08,1.12,7.58,0.69,1.58,1.27,3.73,3.29,0.41,2.66,1.11,,,,,
April,,,,,,,,,,1.96,2.79,0.9,3.17,3.7,2.47,2.67,4.16,1.68,2.21,0.83,2.34,2.89,2.52,1.26,2.87,3.41,1.64,3.29,0.05,2.87,1.19,1.27,1.56,1.07,2.16,1.02,1.64,2.18,0.95,1.32,2.33,2.44,1.53,1.98,0.23,0.17,,,,,
May,,,,,,,,,,0.57,1.14,1.42,0.72,2.72,3.63,3.46,2.31,1.23,1.15,2.5,1.61,3.1,4.1,2.65,0.5,0.88,0.31,2.54,1.65,1.44,0.6,1.95,2.76,2.7,0.8,1.96,3.17,1.12,1.92,2.18,1.07,2.21,2.01,1.93,2.74,,,,,,
June,,,,,,,,,,0.82,2.24,0.03,1.32,0.58,3.62,0,2.46,3.65,2.18,2.37,0.65,1.57,1.77,2.03,1.22,2.63,4.13,0.99,0.6,1.31,0.22,1.49,0.34,1.35,1.93,1.9,2.44,1.78,1.91,0.65,1.22,2.08,1.1,3.6,2.62,,,,,,
July,,,,,,,,,,1.24,4.86,0.36,3.59,1.16,2.77,2.91,1.79,2.56,1.77,2.17,2.18,3.16,3.8,1.63,1.09,0.88,4.43,1.61,1.4,2.26,3.29,3.03,1.26,3.01,2.79,6.21,1.79,2.28,1.32,0.28,2.39,2.47,0.54,3.37,4.24,,,,,,
August,,,,,,,,,,2.95,1.02,1.82,3.52,2.3,2.95,3.88,2.21,4,2.46,2.3,3.46,3.78,0.87,1.07,2.75,3.3,0.79,2.42,3.79,1.82,0.04,3.6,4.14,1.3,1.8,2.57,5.6,0.83,3.81,1.41,2.21,5.35,2.06,1.1,2.88,1.35,,,,,
September,,,,,,,,,,1.19,3.08,0.63,1.87,2.15,4.81,2.56,0.43,6.34,0.72,1.75,2.43,3.39,2.76,3.19,2.28,4.34,2.44,2.07,2.83,0.76,1.92,0.2,2.45,1.96,1.96,1.92,3.3,1.55,1.68,1.9,2.89,3.36,3.67,2.31,,2.22,,,,,
October,,,,,,,,,,0.53,2.66,1.44,0.75,5.72,4.51,3.49,2.39,2.1,5.92,5.26,2.3,0.56,7.12,2.25,2.45,3.66,1.31,2.38,4.2,6.1,4.14,1.3,4.08,3.95,3.77,2.31,1.22,0.68,2,8.35,0.68,1.7,3.19,2.63,,2.79,,,,,
