"MERSTON (ABELANDS)",,,,,,,,,,,,
Grid ref,SU896034,Long,-0.729306,Lat,50.823219,,,,,,,
Station no,423,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.71,3.22,1.36,1.25,3.21,,,,,,,
February,6.24,0.68,1.53,3.07,0.65,,,,,,,
March,3.73,3.29,0.41,2.66,1.11,,,,,,,
April,2.44,1.53,1.98,0.23,0.17,,,,,,,
May,2.21,2.01,1.93,2.74,,,,,,,,
June,2.08,1.10,3.60,2.62,,,,,,,,
July,2.47,0.54,3.37,4.24,,,,,,,,
August,5.35,2.06,1.10,2.88,1.35,,,,,,,
September,3.36,3.67,2.31,2.50,2.22,,,,,,,
October,1.70,3.19,2.63,3.00,2.79,,,,,,,
November,5.35,3.85,1.36,5.64,1.27,,,,,,,
December,3.12,3.20,0.62,2.52,3.25,,,,,,,
Total,41.76,28.34,22.20,33.35,,,,,,,,
Calc annual,41.76,28.34,22.20,33.35,16.02,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
