NOTTINGHAM MAPPERLEY HALL DRIVE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7218,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.12,0.95,4.01,3.98,,,,,,,,
February,1.94,1.67,1.55,0.96,,,,,,,,
March,0.61,1.51,2.63,3.03,,,,,,,,
April,1.65,0.93,0.25,2.54,,,,,,,,
May,2.57,1.07,3.22,2.12,,,,,,,,
June,2.38,2.33,3.74,0.70,,,,,,,,
July,2.33,0.07,4.22,0.79,,,,,,,,
August,3.69,1.92,6.05,2.43,,,,,,,,
September,1.01,1.78,0.90,2.18,,,,,,,,
October,2.16,2.22,3.32,3.76,,,,,,,,
November,3.69,2.39,1.84,1.82,,,,,,,,
December,4.88,3.80,4.19,0.82,,,,,,,,
Total,29.03,20.64,35.92,25.13,,,,,,,,
Calc annual,29.03,20.64,35.92,25.13,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
