SPELDHURST-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ553413,Long,0.219044,Lat,51.149894,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,0.53,1.98,3.72,2.22,0.73,1.98,0.5,2.94,3.36,0.92,0.92,2.06,4.4,1.27,4.02,1.28,1.34,1.12,2.52,1.38,,,,,,,,,,,,,,,2.79,2.79,3.51,1.38,4.27,2.42,3.48,2.05,3.02,1.09,5.29,6.79,3.71,5.32,2.65,3.21,2.88,6.03,2.23,1.75,2.54,2.91,5.04,1.24,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.42,3.93,1.59,0.62,0.23,2.75,1.27,2.86,4.66,1.92,1.12,1.42,3.23,0.79,2.31,1.37,1.02,0.6,3.83,1.18,,,,,,,,,,,,,,,2.29,4.94,1.62,0.56,1.63,2.54,0.71,2.66,0.25,4.84,2.32,4.78,1.1,1.65,2.48,3.12,1.19,1.54,1.33,2.2,2.84,2.28,2.06,1.35,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.71,0.5,1.29,1.45,2.51,4.85,1.31,0.8,1.16,2.06,1.38,2.46,1.8,3.66,1.75,0.83,2.59,3.99,2.05,2.61,,,,,,,,,,,,,,,0.34,3.68,2.05,0.04,1.28,0.32,1.92,3.23,3.43,0.47,1.55,5.26,0.54,1.53,3.16,2.85,3.06,0.44,0.08,1.94,1.66,5.63,1.13,1.13,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.02,0.05,1.92,1.77,0.61,1.51,1,2.84,0.88,1.98,0.76,2.18,0.99,2.65,1.2,2.97,2.26,1.62,2.18,2.07,,,,,,,,,,,,,,,4.15,1.82,2.64,1.03,1.79,4.01,2.63,0.87,2.95,3.48,2.19,2.63,0.81,2.76,2.28,1.6,1.87,1.67,1.68,1.12,2.21,2.21,1.7,1.6,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.43,0.45,1.28,0.05,0.3,1.1,3.49,1.44,1.06,0.59,2.7,1.69,2.6,1.4,1.65,2.03,1.6,1.93,2.49,0.95,,,,,,,,,,,,,,,1.49,0.86,1.24,2.07,2.89,2.65,2.71,2.51,1.02,1.98,0.3,2.62,2.96,1.82,1.73,1.92,3.74,3.48,0.59,2.38,2.09,2.31,2.35,1.46,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.88,1.02,2.21,0.2,3.96,2.01,1.34,1.04,3.08,1.07,2.88,4.67,0.98,4.01,2.47,2,2.35,3.04,2.31,1.93,,,,,,,,,,,,,,,3.7,4.03,2.7,1.21,1.24,1.34,1.43,1.57,2.23,2.54,5.2,2.18,0.71,1.29,0.19,1.98,0.18,1.74,1.35,1.5,2.66,2.24,3.76,0.92,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.72,4.09,4.25,3.09,0.37,0.42,0.48,1.36,1.72,1.72,1.55,5.25,1,0.39,0.85,1.19,3.51,2.94,2.32,0.43,,,,,,,,,,,,,,,1.45,2.77,1.56,1.52,2.46,2.14,2.82,2.11,1.63,0.67,3.78,1.54,2.24,2.56,2.83,2.04,2.11,2.43,1.76,4.53,1.59,1.36,1.37,0.48,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.61,0.55,2.2,1.3,2.21,2.22,0.99,0.53,2.05,1.49,3.34,3.35,1.57,2.39,0.88,1.88,4.41,2.24,2.43,0.69,,,,,,,,,,,,,,,1.42,5.07,3.64,3.04,3.23,3.86,0.57,0.96,1.43,3.82,1.1,2.25,1.56,2.35,0.15,3.79,3.49,1.34,2.85,1.76,5.75,0.19,4.98,1.64,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.08,2.38,2,0.22,5,2.37,0.37,2.21,0.83,1.17,0.45,1.93,1.55,2,1.41,0.5,1.72,3.55,0.4,1.49,,,,,,,,,,,,,,,0.52,4.45,0.59,0.52,4.01,2.27,2.32,3.85,1.48,4.48,2.66,2.26,2.49,0.86,1.5,0.74,2.59,1.54,2.89,1.95,3.46,1.79,2.04,1.72,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5.35,4.49,5.75,2.9,3.83,0.24,3.49,2.52,2.64,2.98,1.91,5.81,1.92,1.53,4.55,4.57,1.84,5.54,2.81,5.34,,,,,,,,,,,,,,,2.37,1.76,6.03,3.66,1.59,0.66,6.73,2.17,2.15,3.83,2.45,3.11,3.66,7.25,4.21,1.95,3.67,3.22,5.12,1.94,1.44,0.46,1.99,8.11,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,2.64,3.23,2.34,5.51,5.58,1.54,1.16,2.92,4.84,3,0.69,2.3,2.11,1.43,4.59,6.26,2.14,0.98,1.06,3.96,5.67,,,,,,,,,,,,,,,6.98,2.93,4.03,8.15,5.99,4.74,1.28,1.37,3.84,6.68,5.75,1.62,3.76,5.98,7.55,3.78,1.6,1.87,5.15,0.41,5.98,1.33,1.65,4.03,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,3.64,1.33,2.8,1.98,3.45,3.74,3.74,2.26,1.69,3.41,4.26,1.49,2.26,3.36,0.72,1.9,2.84,2.83,3.64,3.43,6.01,,,,,,,,,,,,,,,0.72,4.79,3.74,7.7,2.84,0.74,0.61,0.63,7.33,3.77,3.67,4.37,3.71,1.78,1.86,2.51,3.61,2.6,2.83,4.11,3.22,2.47,4.89,1.64,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,25.31,24.58,33.7,22.85,25.03,24.35,19.42,25.07,27.85,20.85,20.8,35.19,24.83,25.4,29.25,23.6,26.45,31.27,30.73,29.75,,,,,,,,,,,,,,,28.22,39.89,33.35,30.88,33.22,27.69,27.21,23.98,30.76,37.65,36.26,39.41,27.25,35.15,30.59,29.49,29.99,27.9,27.86,25.59,35.44,25.18,32.96,25.32,31.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
