WORCESTER HAWFORD LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO846600,Long,-2.226935,Lat,52.237972,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,2.07,0.42,0.69,2.1,3.49,3.16,2.18,3.6,2.71,0.74,0.69,2.77,1.86,2.16,1.82,1.86,3.41,0.61,2,0.57,3.25,3.6,1.44,0.77,2.72,2.96,0.96,4.08,1.06,0.67,0.93,2.24,0.86,4.62,5.43,0.87,3.22,0.96,2.03,,
February,,,,,,,,,,2.21,2.77,3.43,2.52,3.09,1.67,2.96,1.16,0.4,0.6,1.35,0.53,0.04,1.02,2.74,2.75,0.09,0.31,2.16,1.05,2.38,4.93,0.88,1.39,1.85,4.33,0.86,1.76,0.79,0.9,0.32,3.41,1.47,1.88,1.09,2.02,3.57,4.41,1.06,,
March,,,,,,,,,,0.58,1.31,1.65,1.2,1.25,2.37,1.27,2.53,1.34,2.77,2.81,0.96,1.19,0.65,0.13,0.9,1.57,2.69,3.65,0.36,0.49,0.76,1.61,1.44,3.7,1.5,3.42,0.97,0.57,3.76,3.72,0.95,1.96,3.94,4.84,2.88,0.71,3.74,3.26,,
April,,,,,,,,,,2.27,1.46,0.83,3.5,0.93,1.37,2.62,1.99,1,1.2,4.13,1.05,1.41,0.94,0.37,1.65,1.94,1.11,1.6,1.65,1.91,0.88,2.15,2.11,1.77,1.26,1.92,1.58,2.56,3.34,2.23,1.64,0.81,0.08,3.91,1.12,1.25,1.07,1.37,,
May,,,,,,,,,,2.07,1.86,1.4,2.34,1.04,1.63,3.39,6.36,1.74,0.94,3.47,1.92,3.76,1.17,2.4,3.29,0.67,0.31,0.87,3.37,1.81,1.96,0.9,2.62,4.37,2.61,0.34,2.49,2.75,1.54,1.23,1.1,0.4,3.19,2.65,1.71,3.09,2.63,4.19,,
June,,,,,,,,,,4.55,3.72,2.25,2.65,2.21,2.89,3.54,1.39,1.76,3.39,1.48,2.39,2.72,1.79,0.93,2.43,1.64,1.77,2.47,0.97,1.55,2.42,2.95,2.83,2.21,0.83,3.86,3.38,2.47,2.62,3.66,3.79,1.66,6.1,0.55,2.65,1.35,1.17,2.9,,
July,,,,,,,,,,3.18,5.44,1.48,4.14,2.34,3.44,0.18,3.24,0.82,6.32,1.95,1.79,2.78,1.79,2.24,3.71,2.87,1.58,0.52,0.91,0.97,1.73,2.14,1.23,3.59,2.67,1.45,0.91,2.51,2.35,3.34,2.29,0.17,4.56,0.88,3.56,7.02,1.84,1.72,,
August,,,,,,,,,,6.84,0.29,4.83,2.25,1.21,2.07,4.87,1.87,1.23,3.45,2.82,2.33,4.72,3.57,2.3,3.1,2.55,1.77,4.51,2.07,1,3.28,1.99,3.1,3.84,1.67,5.93,0.58,2.12,3.82,1.85,5.88,1.61,7.42,1.35,1.88,2.41,2.77,4.89,,
September,,,,,,,,,,2.82,3.5,2.04,2.49,5.07,1.56,3.57,3.62,1.23,0.66,1.79,1.41,1.03,2.64,1.25,2.04,0.31,4.45,2.29,0.69,4.26,0.57,1.43,1.12,3.01,2.25,0.96,0.69,0.38,3.2,3.93,0.7,1.55,0.82,1.91,1.01,0.96,0.96,1.81,,
October,,,,,,,,,,1.2,4.96,2.18,5.36,2.2,0.84,3.52,3.58,2.52,0.53,3.69,1.32,6.85,2.07,2.01,3.33,2.69,1.85,1.74,3.31,2.45,3.04,1.34,3.06,6.8,0.86,1.76,5.22,6.25,2.22,3.1,3.19,1.74,2.89,4,2.06,3.87,3.79,2.27,,
November,,,,,,,,,,0.7,1.78,2.57,3.6,4.26,1.56,3.96,1.96,2.74,5.71,1.05,2.45,2.65,2.3,1.8,3.93,4.23,0.81,1.95,1.82,1.55,2.46,0.89,2.71,1.49,1.39,3.12,2.25,2.45,1.77,0.69,4.29,2.75,1.55,3.03,2.66,2.37,2.49,0.98,,
December,,,,,,,,,,0.85,2.78,2.29,2.98,0.78,2.03,0.96,4.09,1.74,2.4,1.78,1.09,3.49,1.3,2.86,2.01,1.81,3.31,2.72,2.14,2.63,5.6,5.23,1.37,2.02,2.24,0.89,2.04,4.39,3.22,4.32,4.6,5.89,3.85,1.17,6.44,5.17,2.54,1.3,,
Total,,,,,,,,,,29.34,30.29,25.64,35.13,27.87,24.59,33.02,35.39,19.23,28.71,27.01,20.01,32.5,21.4,20.85,31,23.78,20.57,26.48,18.91,24.25,31.23,22.95,23.75,37.37,24.57,25.47,25.95,28.3,29.41,29.32,34.08,20.87,40.9,30.81,28.86,34.99,28.37,27.78,,
