DUNFORD BRIDGE DEARDEN RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE152025,Long,-1.772226,Lat,53.518956,Elevation,1244,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,7.81,2.09,4.58,6.1,5.75,1.23,5.8,1.96,4.55,3.15,4.53,2.81,5.04,4.33,5.23,7.54,5.72,,,6.66,,11.9,4.43,,,,,,15.24,0.87,7.33,5.86,6.91,4.17,4.68,2.82,3.78,6.57,6.76,4.81,3.2,5.05,,,,,,,,,
February,2.74,2.02,0.64,6.42,4.88,2.27,4.47,3.59,2.66,2.93,6.09,4.81,2.05,2.2,4.22,4.51,6.89,,,1.6,,0.47,5.55,,,,,,7.83,1.09,1.27,6.88,0.39,5.22,0.28,6.91,2.7,5.21,2.76,5.28,2.3,7.55,,,,,,,,,
March,2.41,5.1,3.55,6.8,1.95,7.31,5.78,4.78,2.99,2.78,1.03,4.07,5.52,6.64,6.51,1.89,3.99,,,5.72,,3.56,5.01,,,,,,2.87,0.95,2.85,0.35,3.09,3.33,3.97,2.81,3.32,2.54,1.79,3.64,3.87,5.07,,,,,,,,,
April,3.03,4.08,3.24,3.05,5.32,5.13,1.1,2.94,1.95,4.31,4.41,2.48,2.2,3.98,2.73,1.63,3.91,,,1.99,,1.4,5.18,,,,,,2.23,1.97,3.1,5.69,6.6,1.68,2.86,4.15,1.79,3.13,0.75,3.2,3.32,3.24,,,,,,,,,
May,2.25,0.87,3.39,5.31,3.17,1.5,4.6,5.36,4.65,2.16,3.28,2.04,3.91,5.29,3.44,1.73,2.61,,,2.97,,1.54,1.57,,,,,,2.18,3.64,2.21,2.9,6.19,2.05,3.48,0.54,2.06,2.81,3.94,2.55,0.94,,,,,,,,,,
June,2.92,2.03,2.29,1.99,1.56,2.74,2.42,7.91,2.42,4.44,3.35,4.5,5.66,2.8,3.55,0.86,4.78,,,1.58,,1.04,2.22,,,,,,5.08,1.25,4.37,5.23,0.96,3.83,1.94,4.56,5.2,1.82,4.6,3.26,0.8,,,,,,,,,,
July,3.8,5.22,2.85,3.86,2.06,2.81,2.94,3.24,4.52,5.85,6.94,0.44,4.98,1.4,3.66,5.37,2.22,,,4.18,,2.48,6.46,,,,,,1.84,2.94,8.86,5.74,5.35,4.66,3.18,2.48,4.68,3.25,4.35,8.03,4.99,,,,,,,,,,
August,8,3,4.83,6.44,5.38,4.38,4.33,4.91,3.07,4.39,6.63,3.33,9.22,2.07,3.05,3.59,2.47,,,4.5,,4.69,5.88,,,,,,5.03,5.36,5.18,7.76,2.38,0.91,3.5,2.36,2.04,1.49,4.27,2.09,2.21,,,,,,,,,,
September,1.65,0.88,2.36,6.27,1.86,3.86,1.99,0.83,4.34,3.46,1.54,4.07,2.39,2.55,3.08,1.87,2.88,,,2.01,,3.14,5.59,,,,,,0.53,1.89,5.62,5.7,6.13,2.52,3.34,7.41,6.6,1.65,2.3,2.25,4.99,,,,,,,,,,
October,5.23,3.82,6.76,12.34,2.2,4.43,6.27,6.26,1.72,7.27,2.64,2.87,3.34,4.79,2.86,1.8,7.04,,,3.93,,2.76,0.92,,,,,,6.24,5.98,7.52,2.7,8.11,6.38,6.53,12.76,7.05,3.48,11.77,4.09,5.41,,,,,,,,,,
November,3.9,8.28,2.73,4.33,4.94,5.3,9.52,6.09,3.64,0.83,5.73,7.44,4.46,4.98,8.14,3.43,6.52,,,4.64,,2.69,3.42,,,,,,9.62,9.89,6.14,6.33,4.55,2.6,3.14,8.22,9.04,2.51,6.11,9.92,9.69,,,,,,,,,,
December,8.71,5.61,4.19,3.47,3.59,4.12,4.29,5.46,2.84,9.3,6.86,8.81,7.44,4.03,8.22,9.76,4.29,,,7.88,,9.94,4.62,,,,,,3.71,14.25,3.67,2.83,2.01,0.77,5.53,3.87,5,2.13,4.23,5.33,5.02,,,,,,,,,,
Total,52.45,43,41.41,66.38,42.66,45.08,53.51,53.33,39.35,50.87,53.03,47.67,56.21,45.06,54.69,43.98,53.32,45.01,57.14,47.66,55.48,45.61,50.85,,,,,,62.4,50.08,58.12,57.97,52.67,38.12,42.43,58.89,53.26,36.59,53.63,54.45,46.74,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 has only a total value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930 Jan-Apr, Jun-Aug, Oct-Nov all in brackets but total classed as ok. Left as on record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
