"NEWPORT W. W (FRIAR ST. YARD)",,,,,,,,,,,,
Grid ref,ST311879,Long,-2.995857,Lat,51.585725,,,,,,,
Station no,4013,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.25,3.81,,,,,,,,,,
February,4.61,0.52,,,,,,,,,,
March,4.34,2.67,,,,,,,,,,
April,3.79,2.87,,,,,,,,,,
May,2.59,,,,,,,,,,,
June,0.99,,,,,,,,,,,
July,0.83,,,,,,,,,,,
August,5.22,,,,,,,,,,,
September,4.15,,,,,,,,,,,
October,1.58,,,,,,,,,,,
November,8.50,,,,,,,,,,,
December,4.20,,,,,,,,,,,
Total,46.05,,,,,,,,,,,
Calc annual,46.05,9.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
