DARTMOOR-LEEDEN-TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX562717,Long,-4.030158,Lat,50.527361,Elevation,1270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,2.65,4.15,7.03,5.65,2.58,3.64,1.72,6.42,8.2,3.47,3.43,5.3,9.35,2.6,9.35,2.05,2.65,2,7.36,1.85,5.5,9.33,2.15,4.8,4.2,2.6,5,9.4,9,7.1,,4.4,,,,,,,
February,,,3.45,7.25,4.35,0.13,1.5,6.18,2.3,5.48,7.34,1.49,2.35,4.35,7.75,2,5.05,2.75,3.13,0.6,5.24,3.45,6.25,1.87,8.35,9.75,7.05,1.7,,5.6,1.75,0.48,5.8, ,,,,,,,
March,,,1.4,0.53,3.45,4.4,5.57,4.38,1.35,1.05,2.04,3.13,3.97,6.2,3.05,9,1.8,1.64,4.25,6.55,1.2,,7.87,5.4,8.7,1.3,2.7,3.6,2.75,7.35,6.23,4.15,3.9,3.56,,,,,,,
April,,,1.62,0.6,4.2,4.92,,4.72,3,3.82,2.1,4.9,2.75,2.75,4.1,1.82,1.47,7,2.95,3.4,4,2.7,0.26,6.45,2.32,1.85,2.25,1.75,1.8,3.15,5.9,1.4,5.1,4.1,,,,,,,
May,,,4.15,2.76,3.95,0.8,,2.43,3.84,3.39,2.3,1.8,2.55,3.2,3.6,0.88,4.43,4.4,2.7,2.1,3.12,1.38,2.1,4.7,2.6,3.45,2,2.8,1.85,2.15,2.7,3,2.15,3.4,,,,,,,
June,,,2.8,1.33,3,2.05,,2.54,3.2,1.53,4.98,1.15,3.95,1.55,1.68,2.9,1.7,4.15,0.95,2.93,1.95,3.2,7.75,1.85,2.48,2.5,3.6,3.45,2.45,1.25,3.2,0.2,1.6,1,,,,,,,
July,,,2.15,6.46,4.8,5.2,,1.67,0.6,1.15,1.95,,2.86,4.65,7.2,1.15,1.98,2.53,3.3,4.9,4.22,1.15,3.6,0.52,6.7,6.7,2.15,,4.8,2.15,7.5,2.35,6,1.9,,,,,,,
August,,,5.46,2.17,4.5,5.54,,6.26,4.1,1.1,2.88,,4.6,5.5,3.9,5.25,4.61,2.7,5.71,2.7,7.06,4.4,12.45,2.15,,2.49,5.55,,3.9,4.2,2.25,3.85,5.25,4.2,,,,,,,
September,,,2.5,3.51,3.5,0.79,,5.2,2.8,2.7,2.1,4.7,2.2,5.75,3.65,2.5,1.3,1.3,2.46,1.7,0.34,2.7,1.5,5,3.45,1.6,3.05,3.1,9.15,3.3,3.85,1.55,4.5,4.65,,,,,,,
October,,,6.52,4.38,7.5,4.62,,1.91,7.6,2.9,2.82,3.5,4.3,12,3.1,2.8,7.8,8.75,2.26,9.3,8.05,4.75,6.35,5.08,3.63,5.5,8.95,,3.9,2.9,5.9,1.95,2.5, ,,,,,,,
November,,,5.3,2.8,9.67,9.75,2.47,2.98,4.48,4.7,3.94,1.1,7.55,3.7,3.3,6.88,3.73,4.65,2.7,1.63,6.6,5.95,3.95,7.05,5.72,4,8.8,,5.1,,3.45,4.8,3.45,3.7,,,,,,,
December,,,2.67,8.54,,6.67,10.71,9.65,8.26,3.92,8.69,,5.2,7.7,5.8,2.3,4.1,5.95,5.53,,11,12.85,7.95,3.4,11.75,13.9,4.5,1.55,10,9.45,8.32,3.55,8.65,7.3,,,,,,,
Total,,,40.67,44.48,,50.52,45.1,51.56,43.25,38.16,49.34,,45.71,62.65,56.48,40.08,47.32,47.87,38.59,,60.14,,65.53,52.8,,57.84,54.8,,,,60.05,34.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Exact location of gauge unknown, but this matches altitude and distance to Princetown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892 Aug Gauge had the top taken off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894 Dec marked as estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896 Apr-Oct marked as estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897 Jan Feb marked as estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 July Aug Dec Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 Dec Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 Mar Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914 Aug Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1917 July, Aug, Oct, Nov Gauge tampered with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 Feb Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Nov estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Jan included Dec 31st 1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 Jan Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 Feb Oct Gauge tampered with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
