"PURLEY (PUMPING STATION)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,95,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.18,3.33,2.27,2.46,1.27,5.89,5.89,3.02,5.73,2.52,,
February,2.26,0.34,3.05,0.43,3.73,2.32,5.14,0.92,1.67,2.25,,
March,0.37,1.82,3.92,2.77,0.26,1.31,4.03,0.42,1.43,3.71,,
April,4.58,2.48,0.68,3.19,3.24,1.96,2.74,0.26,2.88,2.11,,
May,3.04,4.67,2.57,0.72,1.42,0.41,2.53,2.19,2.02,1.14,,
June,2.07,1.08,2.26,1.02,2.99,2.74,1.62,0.61,1.05,0.29,,
July,2.79,2.31,2.02,1.85,1.27,4.15,0.87,1.94,2.79,2.56,,
August,4.60,1.07,0.81,2.33,3.43,1.51,2.99,4.07,3.40,0.04,,
September,1.74,2.02,2.70,1.55,3.90,2.85,2.51,2.68,1.72,1.59,,
October,0.77,6.08,2.29,2.10,4.37,2.47,3.66,3.34,6.60,3.61,,
November,3.48,1.16,1.31,2.83,5.36,4.69,2.05,4.13,5.33,8.17,,
December,0.81,0.76,0.47,7.72,4.60,3.77,4.81,3.81,1.92,1.48,,
Total,28.69,27.12,24.35,28.97,35.84,34.07,38.84,27.39,36.54,29.47,,
Calc annual,28.69,27.12,24.35,28.97,35.84,34.07,38.84,27.39,36.54,29.47,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
