"PURLEY (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ312614,Long,-0.117953,Lat,51.336561,,,,,,,
Station no,95,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.09,2.56,1.83,1.43,2.98,4.63,1.89,2.55,2.76,2.71,,
February,7.10,0.98,1.54,2.54,1.83,0.38,3.65,2.13,0.06,2.24,,
March,3.51,2.62,0.44,2.39,1.24,0.94,1.02,1.36,2.37,1.89,,
April,2.97,1.36,2.59,0.33,0.27,1.45,0.19,1.45,2.68,0.71,,
May,2.16,1.19,1.87,3.10,4.09,0.36,1.60,2.34,0.97,1.59,,
June,0.93,1.59,1.69,3.45,2.17,2.90,1.01,4.86,0.92,1.16,,
July,2.50,0.75,3.79,2.62,1.02,5.89,3.08,2.55,1.28,3.14,,
August,3.56,2.95,1.70,3.22,1.48,2.99,2.77,2.99,1.32,3.52,,
September,3.02,3.06,3.73,2.29,2.11,2.43,2.35,5.59,0.21,3.42,,
October,1.08,3.11,4.04,2.00,3.71,1.30,1.73,3.59,2.51,6.27,,
November,6.76,3.54,1.60,5.76,1.11,0.84,3.13,1.74,3.62,5.21,,
December,3.02,2.62,0.71,2.21,2.58,3.91,2.55,3.34,5.55,3.08,,
Total,40.70,26.33,25.53,31.34,24.59,28.02,24.97,34.49,24.25,34.94,,
Calc annual,40.70,26.33,25.53,31.34,24.59,28.02,24.97,34.49,24.25,34.94,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
