HIGHAM (FORGE LANE),,,,,,,,,,,,
Grid ref,TQ711713,Long,0.459092,Lat,51.414900,,,,,,,
Station no,373/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.75,1.75,,,,,,,,,,
February,5.64,0.70,,,,,,,,,,
March,2.84,3.23,,,,,,,,,,
April,2.87,1.25,,,,,,,,,,
May,2.28,1.01,,,,,,,,,,
June,1.14,1.42,,,,,,,,,,
July,2.45,0.67,,,,,,,,,,
August,3.10,2.25,,,,,,,,,,
September,3.30,2.91,,,,,,,,,,
October,0.46,1.92,,,,,,,,,,
November,5.53,4.87,,,,,,,,,,
December,1.88,2.03,,,,,,,,,,
Total,33.24,24.01,,,,,,,,,,
Calc annual,33.24,24.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
