SOUTHAM STOCKTON HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP434640,Long,-1.3651,Lat,52.273,Elevation,389,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,1.07,1.35,2,3.97,2.06,1.95,1.76,1.24,2.32,1.42,2.36,2,2.62,0.67,2.57,1.16,1.18,1.34,1.05,0.48,2.93,2.97,2.63,4.54,2.58,2.67,2.69,3.34,1.76,1.52,,,,,
February,,,,,,,3.11,1.07,1.12,2.54,0.66,0.23,2.29,3.03,0.42,2.19,2.64,2.36,1.37,0.33,0.4,2.06,0.3,2.03,0.39,2.06,1.8,2.97,0.68,1.22,2.08,1.8,1.06,1.49,0.96,1.98,,,,,
March,,,,,,,3.92,1.57,0.75,3.63,1.46,0.94,1.58,1.72,0.46,0.48,0.52,1.42,1.46,0.15,1.6,0,1.22,2.28,1.14,0.48,1.5,1.64,0.3,1.53,1.88,2.26,1.88,0.65,0.23,0.77,,,,,
April,,,,,,,1.21,1.2,2.76,1.53,4.45,1.35,2.85,2.06,2.09,1.82,2.07,1.66,1.36,1.11,1.95,2.65,2.99,1,2.07,3.45,1.69,2.68,0.06,1.74,2.57,1.02,0.96,0.66,1.82,0.93,,,,,
May,,,,,,,1.82,1.84,1.65,0.91,2.6,1.66,0.69,1,3.61,2.97,2.06,0.75,0.62,1.44,3.2,2.67,5.36,1.9,0.71,1.49,0.37,3.04,1.75,1.1,1.54,1.89,2.71,2.5,1.11,2.54,,,,,
June,,,,,,,2.32,2.02,0.8,0.54,2.41,0.35,0.79,0.38,1.93,0.04,1.68,3.53,2.68,1.26,1.18,2.35,0.72,1.81,1.04,2.7,2.96,1.02,1.08,2.54,0.47,1.3,0.59,3.29,2.2,2.87,,,,,
July,,,,,,,2.57,1.29,2.59,3.18,3.43,0.36,4.69,2.74,3.06,4.33,2.01,2.44,1.4,1.13,3.84,2.54,2.61,1.59,3.43,0.52,4.97,2.77,2.11,4.96,3.33,4.1,1.42,0.59,2.09,1.58,,,,,
August,,,,,,,3.43,3.57,0.83,1.93,0.96,2.48,3.9,1.56,2.29,1.5,1.47,2.9,1.4,1.72,1.79,4.27,1.78,0.74,1.8,1.14,0.31,1.57,2.58,3.49,0.05,4.39,2.62,1.83,2.43,2.01,,,,,
September,,,,,,,0.89,1.61,4.47,2.07,2.59,1.05,1.86,2.44,3.26,3.04,1.04,4.26,0.9,1.16,3.08,2.44,2,1.66,1.86,4.34,2.3,1.7,2.16,0.85,0.87,0.41,0.95,1.41,4.03,1.2,,,,,
October,,,,,,,2.14,3.05,1.12,1.93,1.48,1.07,0.6,3.77,3.49,2.88,2.06,1.24,2.85,2.39,1.41,0.6,2.82,2.01,1.45,3.6,1.57,2.48,2.7,4.71,3.3,2.2,2.76,1.8,3.02,,,,,,
November,,,,,,,2.6,0.65,1.51,1.74,0.81,1.8,0.94,1.58,1.88,1.23,3.87,2.47,2.38,4.95,2.44,2.05,1.85,1.12,1.44,4.55,1.95,1.31,2.4,3.78,6.45,2.57,2.13,1.63,3.48,,,,,,
December,,,,,,,2.07,0.85,3.11,3.08,1.99,1.64,2.73,1.91,1.89,1.93,0.45,1.7,1.98,3.11,2.1,0.67,0.6,0.28,3.78,3.21,2,1.79,3.61,1.23,1.37,1.38,2.36,0.7,1.16,,,,,,
Total,,,,,,,27.15,20.07,22.71,27.05,24.9,14.88,24.68,23.43,26.7,23.83,22.23,26.73,21.02,19.42,25.56,23.46,23.43,17.76,20.16,28.02,24.35,25.94,22.06,31.69,26.49,25.99,22.13,19.89,24.29,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_15_pt1-page-180.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_16_pt1-page-055.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_14_pt1-page-227.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_17_pt1-page-029.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 March has a dot. This has been assumed to be zero rain - total correct and other March/Feb have very low values in some years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
