THURSTON NR DUNBAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT708742,Long,-2.468476,Lat,55.960375,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,1.4,4.6,1.2,2,2.4,2,2.2,0.8,3,0.7,4.1,2.4,3.3,3,0.5,3.8,1.3,0.4,0.9,5.1,0.5,3.1,3.6,0.4,0.9,,,3.1,2.6,1.7,1.2,5.1,2.3,1,2.2,0.8,3.5,1.5,
February,,1.8,1.6,0.8,2.8,1,1.3,1.4,6,0.5,3.2,1.1,3.4,1.6,0.4,1.2,5.85,0.9,0.4,1,0.1,1.6,2,0.3,2.9,0.8,,,0.8,1.6,2.5,2.6,3.7,1.8,1.5,1,3.48,1.8,0.7,
March,,0.1,3.8,1.4,4,1.3,2.1,2,2.6,0.3,0.8,3.4,0.2,0.6,0.8,1.9,0.01,2.1,0.9,1.8,3.3,1.4,3.2,1.4,5.8,0.9,,,1.7,1.3,0.78,1.4,2.9,2,1.1,0.9,2.7,2.4,0.5,
April,,0.9,0,1.6,0.1,0.9,1.4,1,1.5,4,2.9,1.8,0.4,0.4,0.7,0.4,1.2,2.4,0.9,2.7,0.2,2.4,1.8,0.9,0.4,2,,,3.7,1.7,0.1,4.9,2.6,0.4,1.4,0.3,3.78,3.4,1.3,
May,,0.6,1.4,2.8,0,1.1,2,2.8,2.3,3.3,4.1,2.3,1.6,0.1,2.7,2.6,2.8,1.1,3.2,0.1,1.7,0.9,4.1,1.5,3.5,5.5,,,1,1.7,1.1,0.7,4.1,2.5,1.8,0.7,0.2,2.7,3,
June,,1.1,1,0.9,0.8,3,4,1.3,5.4,3.2,1.2,2.6,4.1,0.3,2.5,2.9,5.9,5.2,1.2,2.4,4.3,2.8,4.4,2.8,2.1,0.3,,,0,3.4,1.5,1.8,2.3,1.1,0.3,3,2.1,2.5,3.6,
July,,1.8,1.9,4.1,3,2.1,3.9,2,1.3,2.4,1,0.8,0.9,4.3,1.5,3.1,0.8,1.8,2.2,3.5,0.4,3.7,1.8,0.3,0.9,2.5,,,0.2,0.4,0.4,3.1,4.6,3.1,2.9,2.6,1,5.4,1,
August,,2.5,1.5,2.6,2.1,2.9,3.7,1.1,1.4,2.3,0.8,3.8,3.6,2.5,3.6,3.8,5.4,3.7,1.5,0.8,2.2,2.1,4.1,7.5,0.4,2.5,,,2,1,1.7,1.2,4.2,3.2,4.1,1.3,4.5,10.5,3.8,
September,,3.8,2.8,2.1,4.2,4.1,7,1.2,1.2,2.1,2.3,3.1,2.3,0.9,0.5,1.8,7.7,5.3,2.5,0.2,1.4,3.2,0.6,2.3,2.7,0.1,,,4.2,4.1,1.1,2.9,6.5,3.4,2,3.6,3.8,2,2.5,
October,,5.5,1.3,5,2.3,2.1,3.6,2.3,5.1,2.3,1.3,0.8,4.4,8.4,0.3,2.9,1.2,1.9,4.5,5.2,5.2,0.5,2.9,1.4,10.9,7.8,,,2.6,1.8,3.9,2.3,4.3,4,2.1,4.3,2.2,2.5,2.3,
November,,3.4,2,4.1,3.6,2.3,0.7,1.7,2.4,1.5,2.2,1.1,6.8,0.7,5.6,1.6,0.9,1.7,4.5,2.3,6.3,5.7,0.8,1.8,2.5,1.3,,,1.9,1.1,2.3,3.3,5.5,2.2,3.9,4.2,2.6,1.7,4.6,
December,,2.5,1.4,2.6,1.4,1.2,0.8,4.2,2.2,1.4,0.3,0.4,8.7,2.7,1,0.3,1.6,0.8,1.8,3,3.9,1,1.6,2,3.5,1,,,5,1,5,1.3,4.7,1.7,2.94,1.2,8.68,1.1,2.2,
Total,27.6,25.4,23.3,29.2,26.3,24.4,32.5,23.2,32.2,26.3,20.8,25.3,38.8,25.8,22.6,23,37.16,28.2,24,23.9,34.1,25.8,30.4,25.8,36,25.6,,,26.2,21.7,22.08,26.7,50.5,27.7,25.04,25.3,35.84,39.5,27,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Thurston Manor where the observer James W Hunter lived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
