HAYFIELD (RED BROOK),,,,,,,,,,,,
Grid ref,SK081878,Long,-1.879680,Lat,53.386982,,,,,,,
Station no,2643/7/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.60,5.40,3.90,5.60,5.70,8.38,3.85,6.15,,,,
February,5.90,4.15,3.70,4.54,4.00,3.40,4.00,8.15,,,,
March,7.27,3.18,3.55,4.45,4.30,2.07,4.25,2.95,,,,
April,3.05,4.40,3.45,1.10,2.70,2.60,0.80,1.90,,,,
May,3.21,3.60,3.00,4.30,6.50,1.90,1.65,4.85,,,,
June,1.87,3.25,3.90,4.00,5.20,3.80,2.10,6.70,,,,
July,4.10,4.40,6.85,10.30,1.10,8.35,7.80,7.05,,,,
August,7.10,2.80,5.40,8.30,0.75,11.75,8.25,4.50,,,,
September,3.60,6.80,3.05,6.20,3.20,4.70,9.10,7.50,,,,
October,1.51,6.05,3.10,8.80,4.00,3.20,4.90,5.70,,,,
November,11.20,4.30,3.40,9.40,2.95,2.35,3.70,2.50,,,,
December,7.60,4.60,3.35,9.50,7.10,8.70,6.55,5.35,,,,
Total,63.01,52.93,46.65,76.49,47.50,61.20,56.95,63.30,,,,
Calc annual,63.01,52.93,46.65,76.49,47.50,61.20,56.95,63.30,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,,
