RIMPTON (POUND HOUSE),,,,,,,,,,,,
Grid ref,ST608217,Long,-2.559926,Lat,50.993353,,,,,,,
Station no,2068/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.54,2.04,0.86,1.39,3.02,3.43,2.08,2.34,3.60,2.92,,
February,4.52,0.73,1.59,2.68,1.88,0.16,3.74,3.00,0.25,2.61,,
March,2.94,2.70,0.54,3.59,1.17,0.66,1.60,0.61,3.56,2.06,,
April,2.69,1.85,2.76,0.28,1.07,1.22,0.30,0.59,1.87,2.05,,
May,2.65,3.09,1.63,1.92,3.39,0.78,1.44,1.97,1.51,1.15,,
June,0.86,3.24,3.04,3.00,2.18,1.48,3.13,4.63,0.56,1.12,,
July,1.17,1.31,4.06,2.75,1.34,2.46,2.63,1.95,2.29,3.26,,
August,5.04,6.47,2.23,2.50,1.09,5.08,2.54,2.79,1.20,5.07,,
September,3.03,3.40,2.67,2.37,1.22,4.41,2.89,4.01,0.21,3.68,,
October,0.92,3.65,2.79,2.19,1.62,1.91,2.22,1.67,2.35,7.71,,
November,8.67,3.74,1.39,5.95,2.78,0.81,2.37,2.78,3.39,2.86,,
December,2.48,2.61,0.69,2.97,4.66,3.63,2.53,3.09,6.55,2.72,,
Total,37.51,34.83,24.25,31.59,25.42,26.03,27.47,29.43,27.34,37.21,,
Calc annual,37.51,34.83,24.25,31.59,25.42,26.03,27.47,29.43,27.34,37.21,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
