"BELFAST (LINEN HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR132,,,,,,,,,,,
,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,,
January,0.82,1.27,,,,,4.58,1.14,1.83,2.63,,
February,2.28,3.34,,,,,1.33,3.51,2.49,2.43,,
March,3.18,1.94,1.01,,,,3.15,0.55,4.74,3.03,,
April,2.72,0.91,1.12,,,,2.00,2.07,2.76,1.45,,
May,3.96,0.47,0.68,,,,0.25,0.60,1.75,0.94,,
June,2.88,1.42,1.90,,,,3.20,1.77,3.12,3.53,,
July,5.70,2.48,0.82,,,,4.25,4.36,3.77,4.00,,
August,4.24,0.90,,,,,2.06,1.81,3.29,3.80,,
September,3.77,1.16,,,,,5.01,1.49,2.57,5.48,,
October,2.27,3.75,,,,3.99,5.75,2.45,1.90,3.84,,
November,2.39,7.37,,,,4.57,4.86,3.14,5.65,4.05,,
December,3.31,6.07,,,,1.05,1.57,4.56,2.12,3.58,,
Total,37.52,31.08,,,,,38.01,27.45,35.99,38.76,,
Calc annual,37.52,31.08,5.53,0.00,0.00,9.61,38.01,27.45,35.99,38.76,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
