CHESHUNT-CHESHUNT-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL3446804251,Long,-0.054723234,Lat,51.720869,Elevation,209,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,3.25,1.96,1.75,2.39,1.03,2.43,1.88,2.7,1.52,3.18,1.48,2.33,1.57,1.73,1.78,1.58,1.37,3.75,3.88,2.82,5.4,2.11,2.12,2.28,4.83,1.44,,,,,,
February,,,,,,,,,,2.67,0.35,0.07,1.69,2.63,0.52,2.41,2.8,3.41,1.8,0.56,0.62,1.69,0.19,1.37,0.23,2.75,1.85,4.02,0.6,0.89,1.79,2.08,0.79,1.24,1.14,,,,,,
March,,,,,,,,,,2.42,1.26,0.94,1.39,1.84,0.86,0.61,0.13,2.15,2.01,0.03,1.63,0.1,1.55,2.33,2.06,0.49,1.17,2.65,0.62,1.57,2.75,2.66,1.95,0.5,0.19,,,,,,
April,,,,,,,,,,3.04,3.55,1.4,2.19,1.15,3.3,1.13,2.78,1.84,0.73,1.54,2.1,3.86,2.4,1.13,1.72,3.32,1.41,3.06,0.19,2.8,1.52,1.32,1.38,1.07,1.52,,,,,,
May,,,,,,,,,,0.25,1.93,0.68,1.17,1.45,3.39,1.53,1.24,1.17,1.44,1.62,2.8,2.93,3.51,1.9,0.47,1.48,1.98,3.3,2.07,1.64,1.9,1.8,2.61,1.76,0.56,,,,,,
June,,,,,,,,,,1.47,1.34,0.39,1.07,0.77,1.94,0.12,3.37,3.04,3.06,1,1.62,1.18,0.85,1.75,1.03,3.75,5.33,2.08,0.44,1.39,0.98,0.86,0.15,1.72,1.99,,,,,,
July,,,,,,,,,,2.24,3.69,0.2,3.39,2.18,4.34,2.21,2.53,3.04,1.71,2.45,1.89,2.56,1.86,1.08,1.03,0.57,3.9,1.97,1.56,2.13,2.34,3.26,2.65,1.72,2.38,,,,,,
August,,,,,,,,,,1.99,1.14,1.14,1.89,1.56,1.32,2.04,0.95,3.59,1.96,1.28,2.84,5.58,2.12,0.69,2.32,1.5,0.33,1.31,1.38,4,0.04,5.38,1.59,1.69,2.38,,,,,,
September,,,,,,,,,,1.29,2.37,2.34,2.13,1.2,2.48,2.6,2.79,5.16,0.79,0.65,3.51,2.73,2.04,2.68,1.81,3.59,3.04,1.61,3.44,1.59,0.83,0.7,1.35,2.19,2.92,,,,,,
October,,,,,,,,,,0.45,1.09,0.91,0.83,4.04,3.36,2.9,2.48,2.19,3.32,3.55,1,0.53,4.37,1.6,1.53,3.58,2.39,2.4,3.09,5.51,3.16,0.9,4.35,2.24,3.31,,,,,,
November,,,,,,,,,,1.84,0.9,1.86,1.22,1.42,2.31,1.32,4.05,2.44,2.36,5.61,3.7,2.56,1.51,0.95,1.72,3.63,3.07,1.67,2.95,4.63,7.02,2.24,2.07,1.57,3.43,,,,,,
December,,,,,,,,,,3.12,1.84,0.87,2.08,2.37,2.33,1.81,0.27,3.48,2.3,5.48,2.5,0.78,0.52,0.47,4.92,2.83,1.64,3.42,3.64,1.16,1.38,1.6,2.73,1.4,1.29,,,,,,
Total,,,,18.5,23.29,27.31,31.2,23.09,26.59,24.03,21.42,12.55,21.44,21.64,28.58,20.56,26.09,33.03,24.66,25.25,26.54,26.07,22.65,17.73,20.42,28.86,29.86,31.37,22.8,32.71,25.82,24.92,23.9,21.93,22.55,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 Total added at concatenation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
