DUBLIN MIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO1647533082,Long,-6.252024,Lat,53.33538,Elevation,35,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no ,RR420 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January ,,,,,,,,,,,,,,2.57,1.03,3.5,3.03,2.6,2.03,3.2,1.89,4.55,2.43,2.37,2.94,1.14,1.7,2.65,1.33,0.89,2.91,,2.26,1.96,,1.89,1.89,3.09,2.64,4.26
February ,,,,,,,,,,,,,,1.63,2.31,0.73,0.89,1.47,2.45,0.75,2.23,0.43,2.19,1.85,0.68,2.18,2.06,1.29,0.55,2.05,0.72,,0.96,0.26,,2.32,2.06,1.81,1.23,1.27
March ,,,,,,,,,,,,,,1.64,2.04,1.41,2.66,0.98,2.17,1.07,0.68,2.01,0.62,2.09,0.69,1.64,0.62,2.27,1.14,4.21,1.74,,3,1.21,,1.48,3.63,4.97,1.64,2.42
April ,,,,,,,,,,,,,,2.65,0.65,0.91,5.08,2.9,2.65,2.49,2.97,1.53,0.87,1.77,0.5,0.76,1.23,3.83,4.67,0.51,2.55,,4.01,0.8,,1.3,2.12,2.18,1.93,1.49
May ,,,,,,,,,,,,,,4.3,0.32,1.64,1.55,1.88,0.66,1.92,1.92,1.16,2.01,0.98,2.51,2.24,4.98,1.27,1.01,0,2.8,,2.4,0.68,,3.41,1.81,2.8,0.89,5.41
June ,,,,,,1.32,3.84,2.36,4.58,2.78,,,,2.29,4.58,3.14,1.47,1.39,3.37,0.56,1.46,1.1,6.57,0.99,2.41,2.34,2.42,3.86,1.39,0.97,3.13,,2.4,1.91,,0.73,3.57,1.12,0.68,0.79
July ,,,,,,2.98,6.91,5.14,3.14,4.02,,,,1.77,2.05,3.09,2.69,0.8,2.16,2.39,1.93,4.16,2.17,0.85,1.21,4.16,1.76,1.92,4.13,1.55,3.85,,2.13,0.74,,3.63,1.01,3.44,0.74,0.74
August ,,,,,,2.55,3.8,3.9,3.3,4.13,,,,1.55,3.47,2.52,4.1,0.35,4.44,3.23,1.01,1.9,3.23,1.61,1.64,3.43,2.31,1.95,2.06,2.16,3.81,,1.85,2.78,,3.39,2.17,1.77,4.75,1.56
September ,,,,,,5.21,4.71,2.08,2.12,4.95,,,,0.73,1.84,0.9,2.62,1.27,2.52,3.43,1.83,1.5,4,0.66,0.86,1.13,3.48,1.6,2.6,2.22,1.74,,1.18,1.91,,0.06,2.74,1.18,2.68,3.96
October ,,,,,,4.37,2.18,3.74,2.94,2.38,,,,2.62,2.53,2.67,3.94,1.55,3.68,3.9,1.17,2.65,2.21,2.75,1.48,4.84,1.23,2.46,3.84,0.86,1.84,,1.63,5.43,,3.06,1.73,2.85,0.86,1.07
November ,,,,,,,,,,,,,,0.96,3.74,2.81,1.65,2.11,1.46,1.56,1.27,0.92,5.97,1.45,1.99,1.69,0.82,1.75,1.01,3.28,2.54,,1.18,1.77,,3.33,1.49,1.26,2.15,1.99
December ,,,,,,,,,,,,,,0.27,2.19,3.35,0.71,2.8,2.12,3.26,2.16,0.81,2.94,1.45,2.8,1.1,2.93,0.54,2.15,2.46,1.39,,1.63,1.29,,2.86,1.66,0.77,4.75,2.6
Total ,,,,,,,,,,,,,,22.98,26.75,26.67,30.39,20.1,29.71,27.76,20.52,22.72,35.21,18.82,19.71,26.65,25.54,25.39,25.88,21.16,29.02,,24.63,20.74,,27.46,25.88,27.24,24.94,27.56
