FOREST-OF-DEAN-WORCESTER-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO594115,Long,-2.5892,Lat,51.8013,Elevation,712,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,4.1,1.17,5.9,1.54,0.83,0.38,3.58,0.88,5.61,6.34,0.8,2.55,1.68,0.99,2.25,4.65,5.54,3.12,4.39,,6.61,3.2,6.29,4.11,5.9,1.57,7.23,3.01,5.92,3.79,3.83,1,5.57,5.29,3.83,7.71,3.21,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,4.95,1.25,2.15,0.96,0.71,0.41,4.94,1.62,3.53,1.55,3.4,5.56,4.52,1.1,1.88,3.7,0.9,0.52,4.21,,0.7,4.52,2.56,4.21,3.36,1.73,0.96,2.31,0.21,3.92,0.47,3.34,3.38,5.06,1.16,2.44,3.27,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2,5.4,1.37,0.91,2.76,3.33,1.71,2.08,6.58,5,3.74,0.76,4.1,2.68,2.4,5.94,2.81,1.93,3.72,,1.49,0.75,0.35,3.83,5.08,0.23,3.49,0.65,2.52,4.06,2.93,0.62,4.26,4.63,0.17,2.04,2.23,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.71,3.97,0.82,3.36,2.36,2.63,2.84,0.85,0.17,5.08,1.71,0.79,1.03,1.49,2.09,2.07,5.7,0.89,3.25,,2.4,2.04,2.79,1.45,1.55,1.23,3.55,3.72,3.91,1.4,2.83,5.83,2.87,2.41,0.1,3.15,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.12,0.39,2.09,2.27,1.7,1.08,1.54,1.21,2.39,3.19,1.51,3.74,3.31,3.66,1.73,0.64,1.84,2.16,0.52,,5.12,4.6,2.3,0.92,0.72,2.68,1.41,4.07,6.19,2.57,1.67,0.92,1.46,2.71,3.04,1.24,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.06,3.79,3.06,2.9,0.91,1.79,4.32,1.88,5.52,0.93,3.01,0.37,1.34,2.92,1.22,1.11,4.26,0.29,0.7,,3.27,0,2.33,3.16,2.6,2.39,0.81,3.85,3.22,2.07,1.09,5.48,2.78,1.02,1.28,2.03,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.27,1.05,0.56,1.86,1.96,2.25,2.14,0.54,4.74,0.39,4.52,2.71,1.18,2.37,2.95,3.07,4.3,0.43,4.48,,4.79,2.97,3.2,5.4,2.15,1.79,4.22,5.23,2.99,1.3,0.77,0.32,6.5,4.19,3.87,5.51,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.32,4.98,1.24,2.09,4.78,2.3,6.95,2.35,8.5,0.78,1.55,1.93,3.62,8.19,1.65,2.23,0.93,2.95,2.87,,3.78,4.07,2.44,5.63,2.9,2.31,4.22,5.61,1.32,0.62,3.38,1.67,0.49,1.25,4.28,2.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.2,1.85,0.64,0.57,1.97,3.15,0.41,1.52,0.68,3.37,1.41,1.35,0.87,3.07,6.07,2.74,3.19,2,2.25,,6.19,4.63,0.62,5.66,1.03,0.61,4.48,2.14,4.26,2.73,2.39,5.03,3.94,1.88,2.63,0.75,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,0.44,1.84,6.16,8.18,2.59,5.89,5.13,2.54,4.78,4.6,2.61,4.17,5.85,4.38,1.57,2.09,3.48,2.06,1.52,,5.2,3.65,3.26,4.41,8.24,6.23,3.72,0.77,6.03,4.49,2.57,4.97,1.96,3.69,4.32,2.91,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
