"MASHAM MOOR BLACK BRUNT",,,,,,,,,,,,
Grid ref,SE112819,Long,-1.829682,Lat,54.232687,,,,,,,
Station no,RR4563,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.98,2.38,2.19,,
February,,,,,,,,2.69,3.46,1.00,,
March,,,,,,,,3.94,3.95,3.87,,
April,,,,,,,,1.77,1.73,3.52,,
May,,,,,,,,4.15,3.74,2.43,,
June,,,,,,,,6.29,1.86,4.46,,
July,,,,,,,,2.55,2.58,2.54,,
August,,,,,,,,3.00,2.00,5.15,,
September,,,,,,,,0.42,5.31,1.49,,
October,,,,,,,,6.65,1.54,6.02,,
November,,,,,,,,4.62,3.84,0.94,,
December,,,,,,,,5.02,2.18,3.80,,
Total,,,,,,,,42.08,34.57,37.41,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.08,34.57,37.41,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
