"PATNA (KERSE FILTERS)",,,,,,,,,,,,
Grid ref,NS425131,Long,-4.487857,Lat,55.386511,,,,,,,
Station no,5259,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.49,5.86,3.50,5.16,3.63,3.55,5.33,4.54,1.58,4.39,,
February,4.09,2.24,1.76,3.70,2.08,1.20,3.09,4.69,2.18,3.94,,
March,4.03,1.89,0.80,3.24,1.24,2.45,4.44,1.04,2.66,1.92,,
April,3.17,2.60,2.24,1.89,2.97,1.86,2.44,1.91,3.01,3.14,,
May,2.50,1.89,2.33,2.86,3.76,2.42,2.35,3.29,1.46,1.59,,
June,1.75,3.15,1.80,5.02,3.44,3.02,2.65,3.65,3.67,2.46,,
July,4.01,4.07,5.84,6.06,1.89,6.06,5.97,5.48,6.57,3.73,,
August,5.32,5.16,3.89,4.85,1.92,7.13,7.25,5.52,1.29,4.15,,
September,3.79,3.88,7.06,7.66,5.36,4.34,3.99,4.76,2.15,3.31,,
October,1.58,4.60,4.58,10.05,3.34,4.15,5.63,4.16,8.17,2.50,,
November,7.98,3.04,7.81,7.80,3.03,2.31,2.52,2.13,5.15,7.70,,
December,8.22,4.35,5.03,7.61,7.72,5.76,5.29,5.50,6.69,5.21,,
Total,50.93,42.73,46.64,65.90,40.38,44.25,50.95,46.67,44.58,44.04,,
Calc annual,50.93,42.73,46.64,65.90,40.38,44.25,50.95,46.67,44.58,44.04,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
