"ERWOOD STATION (BRIDGE END)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4220/7,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.70,3.44,6.53,3.60,3.09,5.30,3.77,9.61,1.58,1.29,,
February,4.05,0.59,3.20,1.51,3.65,5.31,1.79,2.10,1.91,8.14,,
March,3.11,3.49,0.72,0.28,1.39,0.93,8.21,2.11,1.53,1.98,,
April,0.81,2.42,1.01,1.25,2.52,2.21,3.71,2.73,3.28,3.52,,
May,2.50,4.48,3.74,0.84,3.95,3.65,3.14,3.19,3.42,2.19,,
June,1.70,0.10,2.66,2.09,4.70,3.77,1.84,3.38,1.21,1.38,,
July,3.01,2.89,2.13,2.42,2.33,2.83,2.41,1.49,0.78,4.60,,
August,4.85,2.65,3.42,2.99,6.88,6.41,0.73,3.17,2.42,6.06,,
September,1.05,1.98,4.41,3.19,2.74,7.85,2.00,3.01,1.97,6.23,,
October,3.61,3.24,6.36,6.54,6.76,1.22,0.70,3.69,8.22,2.15,,
November,3.57,0.86,3.61,7.42,0.99,9.64,3.39,1.88,5.85,7.22,,
December,3.50,4.89,1.76,3.83,4.89,3.92,3.85,8.25,5.51,2.71,,
Total,35.46,31.03,39.55,35.96,43.89,53.04,35.54,44.61,37.68,47.47,,
Calc annual,35.46,31.03,39.55,35.96,43.89,53.04,35.54,44.61,37.68,47.47,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
