LANCASTER ROBERT STREET,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6953,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.15,,,,,,,,,,,
February,3.01,,,,,,,,,,,
March,5.50,,,,,,,,,,,
April,4.93,,,,,,,,,,,
May,5.91,,,,,,,,,,,
June,2.50,,,,,,,,,,,
July,6.99,,,,,,,,,,,
August,2.39,,,,,,,,,,,
September,3.06,,,,,,,,,,,
October,1.43,,,,,,,,,,,
November,3.16,,,,,,,,,,,
December,3.08,,,,,,,,,,,
Total,46.11,,,,,,,,,,,
Calc annual,46.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
