"ROTHERHAM (ULLEY RESERVOIR)",,,,,,,,,,,,
Grid ref,SK455874,Long,-1.317448,Lat,53.381497,,,,,,,
Station no,3127,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.86,1.88,0.31,1.10,2.01,4.01,1.18,2.37,2.03,3.72,,
February,2.85,0.20,1.85,2.27,2.86,1.40,2.41,3.52,0.07,2.46,,
March,2.73,1.64,0.88,1.48,2.76,0.78,1.41,1.58,1.26,1.83,,
April,0.84,1.22,1.97,0.12,0.60,2.38,0.05,0.56,2.51,0.77,,
May,2.95,1.75,1.72,4.06,2.73,0.22,1.16,2.43,0.84,1.46,,
June,0.40,1.41,0.83,1.43,2.63,3.06,1.30,5.01,0.93,0.97,,
July,1.76,1.67,2.32,1.51,0.76,3.59,3.24,4.91,0.53,2.43,,
August,5.05,0.95,1.62,5.27,0.38,5.56,4.55,2.03,0.97,4.05,,
September,1.48,1.93,1.56,1.23,0.56,3.49,3.43,2.01,0.00,4.38,,
October,0.89,3.68,1.79,3.28,1.67,0.89,1.17,1.81,2.05,5.76,,
November,5.65,1.45,1.24,5.09,2.41,0.60,2.46,0.55,3.72,3.70,,
December,1.53,1.54,1.16,2.16,2.20,2.96,2.26,3.43,2.85,2.15,,
Total,27.99,19.32,17.25,29.00,21.57,28.94,24.62,30.21,17.76,33.68,,
Calc annual,27.99,19.32,17.25,29.00,21.57,28.94,24.62,30.21,17.76,33.68,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
