"ROTHERHAM (ULLEY RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3129,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.07,1.57,4.11,2.80,1.80,2.58,2.27,4.71,0.54,1.05,,
February,2.36,0.60,0.82,1.62,1.68,2.62,1.35,1.37,0.71,3.97,,
March,4.48,1.45,0.60,0.36,0.48,0.90,3.32,0.60,0.93,1.03,,
April,1.28,0.99,1.23,2.94,1.26,0.96,2.32,0.89,1.84,2.02,,
May,2.17,2.79,2.08,1.60,2.17,2.73,1.99,1.31,1.25,1.42,,
June,0.10,1.20,1.27,2.09,2.21,2.50,2.27,2.02,0.62,1.57,,
July,3.92,1.57,0.93,2.18,2.01,3.18,1.96,0.97,3.34,1.43,,
August,2.13,3.40,1.86,2.77,3.41,4.34,0.57,5.04,1.14,3.36,,
September,0.44,1.82,3.17,4.08,0.72,3.29,1.17,1.09,0.89,3.08,,
October,3.35,1.92,1.21,2.78,3.60,0.89,0.59,1.53,2.63,0.83,,
November,3.25,1.77,2.07,4.47,0.38,5.30,1.69,1.19,2.74,4.52,,
December,0.79,1.42,0.69,1.50,1.23,2.86,2.50,2.79,1.57,1.30,,
Total,28.34,20.50,20.04,29.19,20.95,32.15,22.00,23.51,18.20,25.58,,
Calc annual,28.34,20.50,20.04,29.19,20.95,32.15,22.00,23.51,18.20,25.58,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
