"MORVERN, ARDTORNISH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5389,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,8.70,6.74,7.95,7.87,7.15,10.18,11.39,5.09,7.49,6.90,,
February,11.15,9.18,5.73,6.36,12.59,10.10,10.16,1.38,9.62,1.20,,
March,4.86,2.99,8.17,9.42,8.72,6.21,1.51,3.49,2.66,5.24,,
April,5.56,5.73,6.36,6.58,5.96,7.36,5.11,3.61,2.25,7.08,,
May,4.20,4.11,2.98,5.03,3.48,1.25,5.64,4.75,2.98,2.22,,
June,1.61,4.30,5.71,4.96,2.92,2.83,1.60,2.85,3.76,6.88,,
July,4.41,6.61,3.86,1.11,3.65,6.32,3.38,1.88,6.25,2.33,,
August,9.34,5.47,4.30,3.30,6.34,3.21,3.69,7.04,6.41,6.29,,
September,3.85,5.94,5.44,4.07,5.50,2.54,3.62,6.57,8.42,9.45,,
October,3.58,4.27,7.53,7.34,3.66,4.48,10.08,14.44,11.61,4.20,,
November,6.93,8.62,10.77,11.70,9.60,3.97,8.60,14.94,9.73,7.58,,
December,9.72,16.56,14.83,7.74,13.00,9.70,6.44,5.02,13.01,12.02,,
Total,73.91,80.52,83.63,75.48,82.57,68.15,71.22,71.06,84.19,71.39,,
Calc annual,73.91,80.52,83.63,75.48,82.57,68.15,71.22,71.06,84.19,71.39,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
