"BOLTBY RAVENSTHORPE MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3433,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.28,2.52,3.96,1.57,2.08,1.78,2.71,2.33,4.18,2.97,3.69,
February,0.85,0.19,2.19,4.63,1.91,3.83,1.64,1.43,1.37,0.94,1.07,
March,2.19,0.95,1.97,1.57,1.31,1.55,0.69,2.53,2.65,0.23,2.75,
April,3.02,1.21,2.09,1.66,2.03,2.95,0.66,1.64,0.99,1.11,4.00,
May,2.22,1.73,0.80,2.73,4.65,2.91,3.00,1.74,1.27,1.57,1.49,
June,1.69,0.31,2.01,0.73,2.23,0.17,4.69,3.58,3.85,1.86,1.98,
July,4.90,1.20,4.83,2.76,3.27,1.98,2.41,4.54,0.73,2.16,6.96,
August,2.69,4.15,2.54,3.60,3.62,2.64,2.78,5.92,5.72,2.64,3.27,
September,1.34,1.16,2.61,2.81,2.57,3.10,1.67,6.39,0.55,0.78,5.12,
October,2.26,1.60,1.31,2.79,4.70,2.94,2.88,2.65,3.80,2.73,2.61,
November,1.15,2.07,1.58,3.36,1.75,2.76,5.19,3.56,2.51,3.26,3.18,
December,3.85,2.25,3.85,3.17,3.53,2.92,1.06,2.15,1.54,4.26,2.76,
Total,29.44,19.34,29.74,31.38,33.65,29.53,29.38,38.46,29.16,24.51,38.88,
Calc annual,29.44,19.34,29.74,31.38,33.65,29.53,29.38,38.46,29.16,24.51,38.88,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
