WROTHAM (BOROUGH GREEN),,,,,,,,,,,,
Grid ref,TQ614572,Long,0.313337,Lat,51.291063,,,,,,,
Station no,365/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.96,2.66,,,,,,,,,,
February,6.62,0.92,,,,,,,,,,
March,4.05,3.71,,,,,,,,,,
April,3.05,1.52,,,,,,,,,,
May,2.07,1.04,,,,,,,,,,
June,1.44,1.37,,,,,,,,,,
July,2.06,0.72,,,,,,,,,,
August,4.48,3.55,,,,,,,,,,
September,3.47,3.82,,,,,,,,,,
October,1.18,3.10,,,,,,,,,,
November,4.78,5.49,,,,,,,,,,
December,2.45,3.02,,,,,,,,,,
Total,38.61,30.92,,,,,,,,,,
Calc annual,38.61,30.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
