TOMATIN (DALMIGAVIE LODGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH753234,Long,-4.070306,Lat,57.284147,Elevation,1150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4.58,5.74,6.69,4,4.79,2.18,1.76,7.21,5.86,3.77,0.91,1.25,3.36,3.25,4.89,7.59,2.53,2.99,4.19,5.88,3.45,4.91,6.69,2.05,3.71,1.96,4.61,5.38,4.24,5.61,5.71
February,,,,,,,,,,,1.79,2.69,0.88,3.14,1.36,4.84,1.77,1.72,2.31,3.39,0.99,3.39,2.16,4.28,3.64,4.35,4.63,1,3.87,3.4,2.18,4.18,2.09,3.11,3.14,4.29,4.57,4.52,5.51,1.17,4.97
March,,,,,,,,,,,1.16,1.32,3.62,1.09,3.95,2.08,1.19,1.39,2.55,2.99,2.82,1.75,0.56,2.86,3.79,1.88,1.29,2.08,2.88,2.02,2.56,3.02,1.96,1.43,3.03,2.85,2.17,3.32,4.2,1.76,1.09
April,,,,,,,,,,,1.93,3.25,5.45,2.46,5.66,3.7,1.79,1.24,0.97,1.91,3.06,1.18,1.81,2.77,2.08,1.98,2.03,7.54,2.64,2.61,5.51,5.86,1.63,3.42,1.77,0.72,2.28,1.22,2.74,3.19,3.63
May,,,,,,,,,,,3.04,2.67,3.75,1.42,4.31,1.77,1.71,1.56,2.48,0.95,1.68,3.35,2.6,4,3.56,3.29,1.72,2.58,3.19,1.23,1.65,0.99,1.77,3.57,4.56,4.56,1.85,1.82,2.92,1.53,1.21
June,,,,,,,,,,,1.77,4.27,0.24,1.75,1.5,2.36,1.49,2.35,4.7,1.85,1.28,0.34,1.76,2.49,4.09,2.93,3.59,3.88,5.82,1.12,2.23,3.48,2.8,4.13,3.66,1.73,3.31,2.55,2.04,2.79,2.64
July,,,,,,,,,,1.6,3.51,5.22,3.59,3.9,4.46,1.56,5.04,2.64,5.24,5.2,8.46,2.64,3.83,2.52,1.44,3.15,5.53,3.64,3.39,0.91,2.18,3.75,1.34,3.95,3.77,0.72,6.71,5.63,4.23,2.89,2.66
August,,,,,,,,,,4.5,4.91,3.35,1.12,2.53,3.25,3.17,2.29,2.77,1.65,1.98,2.76,4.4,3.57,4.6,2.45,2.45,4.21,0.04,5.1,5.37,3.9,5.27,4.62,3.4,2.94,0.52,8.66,6.57,5.12,1.32,8.37
September,,,,,,,,,,1.71,5.68,2.4,4.25,1.95,2.14,5.28,3.35,2.14,3.18,2.28,2.6,1.36,4.37,3.4,4.08,4.31,4.92,4.23,2.71,0.93,7.43,1.26,3.45,1.84,4.29,3.03,5,2.62,3.57,0.44,3.45
October,,,,,,,,,,5.82,5.73,2.85,7.3,6.45,6.58,10.1,4.89,2.24,8.08,2.28,3.86,4.73,5.24,4.19,5.31,4.47,0.38,1.09,2.67,2.68,1.97,1.25,4.78,2.08,6.44,7.31,4.5,2.92,3.26,4.61,4.77
November,,,,,,,,,,3.63,5.29,3.69,4.99,1.88,2.24,3.2,2.59,0.85,5.79,3.83,7.62,4.34,1.37,4.89,5.24,0.49,4.17,7.83,2.43,2.52,4.53,5.18,3.68,4.17,4.09,1.62,3.14,2.87,1.16,4.5,2.14
December,,,,,,,,,,5.46,3.3,3.74,3.75,0.35,3.51,2.75,5.99,1.62,2.86,2.42,4.28,4.68,3.77,1.81,6.06,4.71,2.56,2.48,3.74,6.64,5.8,5.16,4.6,4.11,9.69,8.6,5.74,4.48,4.59,3.74,3.76
Total,,,,,,,,,,,42.69,41.19,45.63,30.92,43.75,42.99,33.86,27.73,45.67,32.85,40.32,33.41,34.4,41.06,46.63,41.6,37.56,39.38,42.63,35.31,43.39,44.31,39.41,37.26,51.09,37.91,52.54,43.9,43.58,33.55,44.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Feb Estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Feb estd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958 NP High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,14717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,808781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
