EAST-DEREHAM-THE-LABORATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF994132,Long,0.948271,Lat,52.67979,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1421/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.55,5.36,1.81,2.41,1.22,3.11,2.29,4.21,2.34,1.99,2.62,1.12,0.85,2.14,2.67,2.46,3.93,1.27,5.34,1.87,1.91,3.08,4.22,2.12,2.65,1.54,1.83,4.08,0.89,1.05,3.2,3.01,1.22,1.9,2.08,2.97,1.93,2.68,3.38,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.46,3.05,2.96,1.58,2.49,1.7,2.27,1.64,0.49,0.91,2.55,1.16,1.88,0.83,2.04,2.45,3.04,0.83,0.96,1.78,3.11,1.36,1.02,1.27,1.99,3.25,1.75,1.11,1.02,3.63,3.16,0.89,1.62,2.44,2.74,1.83,2.87,3.79,0.24,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.24,2.47,1.25,0.92,1.46,0.46,2.39,1.38,0.05,1.18,0.69,1.7,2.17,1.6,0.47,0.4,3.46,0.56,2.35,2.84,3.45,1.91,0.48,0.58,1.75,1.11,4.89,0.97,0.91,0.39,3.77,3.07,1.52,2.57,1.82,0.62,2.51,1.24,1.67,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.86,2.78,0.8,2.04,1.89,3.34,1.71,1.52,1.09,1.92,3.82,3.53,0.93,2.65,2.42,1.07,1.98,0.26,2.98,1.61,0.89,0.87,1.38,1.5,1.73,0.69,1.29,1.08,1.89,2.11,3.54,1.68,2.29,0.35,0.48,1.52,0.38,1.29,1.93,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.47,0.79,1.54,2.46,2.74,2.08,0.75,1.88,1.3,3.01,2.73,4.14,1.27,1.41,0.76,1.1,1.41,1.72,0.52,1.08,2.3,2.49,1.9,1.13,2.98,1.3,0.35,3.19,1.94,1.97,2.53,2.72,1.5,1.9,2.75,0.88,1.59,2.94,1.12,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,0.39,1.86,0.56,1.96,0.67,3.11,5.05,2.58,0.93,2.94,1.74,0.4,2.75,1.16,2.35,3.39,1.83,1.36,2.03,0.42,0.66,1.21,1.9,1.81,2.17,2.01,1.74,2.16,0.77,2.44,1.28,0.91,3.55,2.2,2.31,2.89,3.15,3.51,1.25,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.3,4.34,2.79,1.58,1.69,1.7,2.74,2.08,3.41,4.2,3.19,4.27,1.69,1,1.75,4.93,1.36,2.23,1.74,3.47,1.74,4.06,0.86,1.88,0.92,6.31,2.03,1.88,2.94,5.46,1.93,1.5,2.29,2.57,0.32,2.56,3.95,4.35,3.43,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.31,2.42,2.62,2.63,3.46,2.5,2.83,1.79,1.6,2.72,3.56,2.25,0.82,1.62,1.11,1.17,1.55,0.86,2.24,0.95,4.23,1.3,1.87,1.07,2.71,3.36,0.19,2.38,1.55,2.61,3.36,2.28,2.37,3.97,0.86,4.05,2.97,2.38,2.31,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.28,3.49,1.62,2.65,3.01,0.96,4.14,0.52,0.87,5.17,1.57,1.83,2.7,2.01,3.84,3.33,1.77,2.76,1.9,1.3,0.57,1.66,2.68,3.42,2.05,2.69,1.03,1.57,1.2,2.83,3.06,2.77,1.32,2.03,2.29,1.67,4.16,2.81,0.1,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,1.91,0.89,3.29,4.25,2.3,2.62,2.73,2.94,3.72,0.91,1.46,5.22,3.39,1.62,3.31,1.64,1.57,3.15,5.38,2.83,3.37,3.59,1.9,3.04,3.04,1.54,0.3,2.37,3.17,0.8,0.81,2.81,2.36,2.42,3.43,2.79,1.47,1.94,2.31,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
