MYNACHLOGDDU-COUNCIL-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN145307,Long,-4.7002803,Lat,51.94379,Elevation,630,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4122/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,6.06,9.47,,,7.24,,,7.24,7.69,7.24,7.46,4.05,8.4,4.13,8.68,7.15,13.72,3.95,,3.79,8.91,9.55,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,6.81,5.38,,,6.99,,5.22,4.62,3.72,0.5,7.85,11.55,0.78,9.96,6.37,5.61,6.59,2.39,,7.07,0.09,9.11,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,9.31,6.19,,,3.2,,1.36,7.43,8.26,8.32,5.24,2.43,2.68,2.39,1.51,5.95,7.03,2.04,,2.07,2.92,4.79,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.35,5.47,,3.33,2.01,,3.29,3.72,7.64,2.26,4.21,4.88,4.2,3.83,3,2.87,2.8,2.06,,4.24,4.99,1.89,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,0.61,4.86,,2.83,3.06,,1.99,2.48,5.38,2.95,2.82,3.34,,7.09,2.64,2.73,0.07,6.03,,5.29,5.46,3.45,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,5.7,3.04,,3.98,5.13,,2.08,3.64,4.01,0.04,2.3,2.15,4.64,0.01,4.14,5.59,7.57,2.31,,3.91,3.4,3.12,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,4.2,0.91,,3.66,3.56,,6.34,1.82,8.2,3.7,8.79,3.27,6.89,4.4,2.9,5.69,4.21,4.4,,6.79,3.59,3.99,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,10.47,1.74,,2.9,3.82,,3.65,4.58,4.7,3.54,5.41,,,5,,9,,,,5.47,1.08,2.79,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.8,5.89,,1.95,2.16,,12.02,3.82,8.05,2.11,6.79,5.24,6.98,4.98,1.56,7.49,8.58,,,5.42,5.13,3.53,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,9.02,8.76,,3.2,2.13,,8.6,2.8,8.6,3.32,2.4,16.4,8.3,8.92,2.54,6.15,21.8,9.57,,3.09,10.63,6.77,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,10.37,8.91,8.61,,5.6,5.23,,4.25,4.56,6.04,5.24,3.01,6.25,3.41,6.92,8.97,9.58,12.04,,,14.17,4.93,2.46,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,14.05,12.07,6.44,,12.1,7.1,,,10.21,7.44,7.03,8.29,,,4.53,,4.53,4.53,,,3.85,5.31,3.24,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
