"MYNACHLOGDDU COUNCIL SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4122/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.69,7.24,7.46,4.05,8.40,4.13,8.68,7.15,13.72,3.95,,
February,3.72,0.50,7.85,11.55,0.78,9.96,6.37,5.61,6.59,2.39,,
March,8.26,8.32,5.24,2.43,2.68,2.39,1.51,5.95,7.03,2.04,,
April,7.64,2.26,4.21,4.88,4.20,3.83,3.00,2.87,2.80,2.06,,
May,5.38,2.95,2.82,3.34,4.07,7.09,2.64,2.73,0.07,6.03,,
June,4.01,0.04,2.30,2.15,4.64,0.01,4.14,5.59,7.57,2.31,,
July,8.20,3.70,8.79,3.27,6.89,4.40,2.90,5.69,4.21,4.40,,
August,4.70,3.54,5.41,5.00,4.50,5.00,,9.00,,6.56,,
September,8.05,2.11,6.79,5.24,6.98,4.98,1.56,7.49,8.58,1.75,,
October,8.60,3.32,2.40,16.40,8.30,8.92,2.54,6.15,21.80,9.57,,
November,6.04,5.24,3.01,6.25,3.41,6.92,8.97,9.58,12.04,16.08,,
December,7.44,7.03,8.29,7.05,11.23,4.53,2.10,4.53,4.53,12.28,,
Total,79.73,46.25,64.57,71.61,66.08,62.16,,72.34,,69.42,,
Calc annual,79.73,46.25,64.57,71.61,66.08,62.16,44.41,72.34,88.94,69.42,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,0.00,NaN,0.00,NaN,
