LARMER GROUNDS (SHAFTESBURY),,,,,,,,,,,,
Grid ref,ST942169,Long,-2.083941,Lat,50.951502,,,,,,,
Station no,RR6383,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.75,,,,,,,,,,,
February,6.34,,,,,,,,,,,
March,1.33,,,,,,,,,,,
April,1.96,,,,,,,,,,,
May,1.96,,,,,,,,,,,
June,3.53,,,,,,,,,,,
July,1.64,,,,,,,,,,,
August,2.60,,,,,,,,,,,
September,0.72,,,,,,,,,,,
October,3.58,,,,,,,,,,,
November,4.57,,,,,,,,,,,
December,6.73,,,,,,,,,,,
Total,39.71,,,,,,,,,,,
Calc annual,39.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
