PRESTON W.W. LOUD SCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD590403,Long,-2.62482,Lat,53.857296,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,5.44,4.48,4.19,4,3.65,1.6,4.27,4.08,4.85,5.5,2.76,7.12,4.35,1.22,1.12,0.83,3.84,5.16,6.35,2.81,5,4.3,1.9,3.2,5.2,2.65,4.8,2.3,3.35,2.3,2.82,1.03,4.38,4.67,4.25,2.74,2.76,4.45,3.13,2.2,4.8,2.15,4.56,2.2,5.4,1.65,3.4,5.56,3.71,5.82,3.38,2.48,2.95,5.2,4.2,11.5,3.32,,,,,,,,
February,,,,,,,4.4,3.37,2.88,6.29,1.18,2.69,3.8,2.1,1.64,1.02,5.53,3.95,2,2.45,2.81,5.04,3.32,3.5,3.47,4.25,1.3,2.6,1.05,2.1,1.65,0.55,2.65,4.35,5.95,0.37,2.32,3.3,3.22,2.05,3.63,1.99,1.6,4.42,4.75,1.64,3.1,2.15,3.32,4.45,5.27,4.9,2.2,1.65,3.06,4.6,3.88,1.23,4.98,1.48,2.88,0.3,5.28,,,,,,,,
March,,,,,,,2.53,1.18,5.84,1.22,2.48,1.23,4.13,4.04,4.95,1.1,3,4.28,1.86,2.5,2.88,5.33,5.37,2.35,6.35,3.7,3.65,2.78,3.12,1.95,3.2,1.55,1.2,4.95,2.75,1.7,6.3,4.43,2.75,3.19,0.5,3.6,2.55,3.98,2.54,3.25,3.53,4.54,3.3,3.2,1.4,2.08,6.92,5.35,3.9,2.75,2.25,1.94,1.95,5.23,4.3,4,2.3,,,,,,,,
April,,,,,,,0.95,5.25,2.15,2.58,1.65,2.99,2.92,0.92,1.18,1.14,2.6,2.83,1.49,1.3,1.23,1.87,5.27,2.04,0.96,1.2,3.05,1.78,1.9,2.27,1.8,2.65,2.7,0.6,3.45,2.75,2.72,2.74,2.27,3.55,2.66,1.91,1.57,1.96,2.64,2.75,1.8,1.5,2.7,3.75,3.2,3,0.7,4.3,0.84,3.45,4.12,1.78,1.4,2.15,4.8,2.15,1.9,,,,,,,,
May,,,,,,,1.49,1.98,1.93,3.24,1.88,1.3,2.19,2.58,1.62,2.69,0.5,2.51,5.3,2.34,1.71,5,2.84,1.21,2.54,1.98,5.4,2.18,1.05,3.35,2.4,1.8,5,1.95,2.8,0.9,0.56,2.7,2.72,2.73,1.84,0.95,2.57,2.57,2.89,0.7,4.75,3.5,2.9,2.5,2.55,1.65,2.18,3.1,2,2.1,2.4,1.75,1.4,1.58,6.68,2.5,1.44,,,,,,,,
June,,,,,,,4.48,1.23,1.02,2.16,1.84,2.61,5.1,3.14,1,3.63,4.5,1.65,3.04,4.45,5.15,2.53,5.35,3.84,0.74,3.1,1.81,0.65,2.9,0.85,5.1,1.25,3,2,3.6,2.4,2.75,4.75,2.04,3.18,3.4,2.3,0.75,2.17,1.58,2.62,1.67,7.35,2.9,2.65,2.05,2.5,6.6,3.85,1.63,1.85,2.23,2.05,1.2,1.8,2.6,0.45,3.6,,,,,,,,
July,,,,,,,4,3.13,0.57,1.5,2.61,6.8,5.4,4.4,2.16,5.02,4.2,4.21,1.01,5.3,5.7,7.29,8.2,2.69,7.1,2.18,5.1,2.2,6.9,3.3,2.75,3.45,1.55,4.5,2.74,4.45,2.57,2.28,1.25,1.32,3.19,1.18,3.05,4.46,1.67,2.62,2.4,3,5.3,6.5,5.85,1,4.68,1.67,3.95,2.98,3,1.78,4.85,1.49,6.4,2.62,7.3,,,,,,,,
August,,,,,,,4.4,2.57,4.57,4.2,3,1.86,4.5,5.3,6.92,3,4.48,5.68,5,7.4,1.87,6.38,5.7,3,2.96,1.88,2.8,1.92,6.65,5.95,6.85,9.65,5.1,5.8,6.67,5.25,4.1,6,5.32,2.45,6,2.91,3.26,5.57,3.2,4.15,5.45,6.13,4.16,3.8,5.85,4.28,7.8,2.25,4,6.1,4.38,6.48,5.87,4.6,1.55,6.54,6.5,,,,,,,,
September,,,,,,,7.9,3.3,2.38,7.22,3.05,2.98,6.85,3,4.5,4.16,5.43,6.37,5.7,3.04,3.47,2.66,2.87,6.11,3.38,4.62,5,4.1,2.9,4.78,6.55,5.1,4.8,6.2,0.54,4.2,6.85,4.15,1.3,7.1,2.6,1.46,1.52,5,1.73,3.6,1.28,1.25,4.6,3.15,6.5,4.64,1.78,2,4.14,0.82,3.9,4.2,10.1,2.36,3.25,2.95,4.2,,,,,,,,
October,,,,,,,2.77,5.93,5.75,2.3,10.45,4.92,5.8,6.62,5.38,3.36,2.7,5.9,5.64,3.66,3.1,2.96,4.21,6.3,3.8,4.3,5.7,2.45,2.3,4.15,4.7,4.35,5.2,6.6,4,5.15,2.8,2.55,4.23,2.77,6.55,4.8,4.24,8.25,3,4.1,7.2,3.9,2.9,5.5,4.37,3.96,4.35,2.13,2.18,1.8,9.05,8.05,4.4,2.84,3.1,4.05,,,,,,,,,
