"ENNISCORTHY, BALLYHYLAND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1272,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.29,1.95,5.72,9.02,1.84,3.32,2.21,3.43,3.55,5.23,,
February,4.76,3.10,5.30,2.74,5.67,5.47,5.96,1.58,4.55,4.01,,
March,2.36,2.18,3.96,3.69,4.69,1.22,2.87,4.14,2.57,3.30,,
April,2.89,2.63,1.17,4.54,1.43,1.31,2.41,1.30,1.87,1.96,,
May,2.41,1.74,1.13,5.68,1.94,3.02,5.20,3.43,2.81,2.81,,
June,4.51,2.70,7.30,1.86,1.15,1.63,3.53,2.36,1.63,2.96,,
July,3.45,4.03,6.49,0.31,4.36,5.62,2.56,2.14,4.31,1.30,,
August,7.07,2.51,5.62,1.34,5.37,3.34,2.42,8.52,2.80,3.25,,
September,0.99,5.03,0.73,3.96,2.21,2.09,2.58,1.94,8.33,2.69,,
October,3.61,5.19,3.80,5.99,2.42,6.77,9.22,3.58,5.30,0.78,,
November,5.49,5.32,2.09,4.63,3.78,3.38,5.41,3.14,4.27,2.20,,
December,6.03,10.82,4.94,2.01,9.22,7.91,3.89,2.71,6.02,7.80,,
Total,46.86,47.20,48.25,45.77,44.08,45.08,48.26,38.27,48.01,38.29,,
Calc annual,46.86,47.20,48.25,45.77,44.08,45.08,48.26,38.27,48.01,38.29,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
