"NORTH WALSHAM, GUNTON PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1440,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,2.72,3.00,2.88,2.59,3.69,1.51,2.37,2.64,2.99,,
February,,,1.86,0.72,1.46,2.73,4.55,1.03,1.18,2.94,,
March,,,3.01,2.38,3.26,2.08,3.30,2.34,0.78,2.18,,
April,,,0.32,2.20,0.39,0.53,1.77,2.02,3.09,1.45,,
May,,,0.83,1.33,1.00,1.82,1.95,0.43,1.63,0.77,,
June,,,3.64,0.84,1.87,0.66,4.04,0.91,0.70,1.41,,
July,,,3.48,1.86,1.61,3.78,1.93,2.68,3.75,3.38,,
August,,,10.60,0.66,3.08,1.78,3.21,4.56,2.04,2.34,,
September,,,2.83,1.53,1.45,1.27,1.50,1.52,4.68,1.21,,
October,,,2.65,3.35,2.17,2.07,2.26,3.90,2.67,3.55,,
November,,,3.97,2.05,2.76,3.89,2.93,2.16,1.75,2.88,,
December,,,2.29,0.87,6.29,4.17,3.73,1.16,3.86,4.63,,
Total,,,38.48,20.67,27.93,28.47,32.68,25.08,28.77,29.73,,
Calc annual,0.00,2.72,38.48,20.67,27.93,28.47,32.68,25.08,28.77,29.73,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
