NORTH-WALSHAM-GUNTON-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG2298534154,Long,1.3108127,Lat,52.858661,Elevation,105,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.72,3,2.88,2.59,3.69,1.51,2.37,2.64,2.99,2.12,1.99,4.62,1.81,1.83,1.07,2.55,1.65,3.62,1.74,1.9,2.71,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.86,0.72,1.46,2.73,4.55,1.03,1.18,2.94,0.7,0.47,2.67,2.93,2.02,1.68,1.17,2.07,1.78,0.98,1.09,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,3.01,2.38,3.26,2.08,3.3,2.34,0.78,2.18,1.27,1.05,1.74,1.8,1.34,1.53,0.16,2.43,1.45,0.06,1.39,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.32,2.2,0.39,0.53,1.77,2.02,3.09,1.45,3.03,1.19,2.45,1.03,1.49,1.47,2.37,1.53,1.82,1.18,1.6,3.26,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,0.83,1.33,1,1.82,1.95,0.43,1.63,0.77,1.27,1.99,0.52,1.4,3.06,1.37,1.44,0.99,1.32,1.1,2.9,3.99,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.64,0.84,1.87,0.66,4.04,0.91,0.7,1.41,1.37,0.34,1.58,0.85,1.54,0.83,3.37,4.89,2.49,1.05,0.55,1.39,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.48,1.86,1.61,3.78,1.93,2.68,3.75,3.38,3.26,0.39,4.85,2.74,1.62,1.98,2.27,2.75,1.51,2.16,5.32,2.12,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,10.6,0.66,3.08,1.78,3.21,4.56,2.04,2.34,1.55,2.37,1.51,2.34,1.81,2.8,2.04,2.78,1.54,1.73,3.02,3.58,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.83,1.53,1.45,1.27,1.5,1.52,4.68,1.21,2.1,0.8,3.04,1.52,3.15,3.75,1.62,4.03,0.55,0.68,5.64,2.33,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.65,3.35,2.17,2.07,2.26,3.9,2.67,3.55,0.89,2.19,1.83,3.18,4.32,1.97,3.47,2.45,2.75,4.3,0.99,1.49,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
