"PURLEY (SELCROFT ROAD)",,,,,,,,,,,,
Grid ref,TQ318611,Long,-0.109456,Lat,51.333726,,,,,,,
Station no,94,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.32,2.50,1.26,1.30,3.20,4.10,1.56,2.24,,,,
February,7.19,1.15,1.67,2.49,1.67,0.35,3.10,2.45,,,,
March,3.48,2.70,0.43,2.12,1.37,0.53,0.87,1.44,,,,
April,2.83,1.17,2.63,0.33,0.23,1.31,0.14,1.31,,,,
May,2.33,1.25,1.83,3.08,4.19,0.29,1.36,2.29,,,,
June,0.90,1.58,2.07,4.48,2.28,2.93,0.95,4.38,,,,
July,2.95,0.81,3.68,2.56,0.76,5.53,3.16,2.36,,,,
August,3.64,2.60,1.52,3.82,1.62,3.10,2.84,3.01,,,,
September,3.26,3.13,3.48,1.93,2.16,2.65,2.57,5.09,,,,
October,1.08,3.38,4.17,1.90,3.68,1.33,1.58,2.95,,,,
November,6.63,3.56,1.55,5.48,0.97,0.71,2.89,1.51,,,,
December,1.56,2.19,0.75,2.00,2.52,2.99,2.50,3.22,,,,
Total,39.17,26.02,25.04,31.49,24.65,25.82,23.52,32.25,,,,
Calc annual,39.17,26.02,25.04,31.49,24.65,25.82,23.52,32.25,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,,
