"LEICESTER (DE MONTFORT SQUARE)",,,,,,,,,,,,
Grid ref,SK593037,Long,-1.125347,Lat,52.627828,,,,,,,
Station no,2502,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.41,1.90,0.80,1.14,1.84,3.45,1.02,2.33,2.75,4.58,,
February,2.73,0.65,1.38,2.13,1.80,0.53,3.70,3.29,0.02,1.54,,
March,3.41,2.39,1.74,1.87,2.70,1.14,2.17,1.63,1.72,1.36,,
April,2.35,1.89,2.08,0.45,1.06,0.92,0.16,0.50,1.99,0.73,,
May,3.04,2.91,1.52,2.23,3.72,0.84,1.28,1.61,0.46,1.05,,
June,1.33,2.07,2.48,2.61,3.03,2.53,1.58,4.00,0.98,2.93,,
July,0.96,0.39,2.16,2.02,1.00,4.47,3.55,3.02,2.15,3.43,,
August,3.90,2.96,2.32,3.77,0.59,3.89,2.59,1.62,0.86,3.04,,
September,1.17,1.27,1.11,1.81,1.19,1.43,3.88,2.20,0.12,3.68,,
October,0.59,2.55,2.62,2.86,1.46,1.41,0.99,1.96,1.93,4.04,,
November,4.44,2.18,1.35,4.45,1.11,0.72,1.68,1.70,1.99,2.98,,
December,1.78,2.44,0.77,2.46,1.54,2.64,2.05,2.11,3.10,3.35,,
Total,28.11,23.60,20.33,27.80,21.04,23.97,24.65,25.97,18.07,32.71,,
Calc annual,28.11,23.60,20.33,27.80,21.04,23.97,24.65,25.97,18.07,32.71,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
