STAINES-BELLE-VUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ041697,Long,-0.50439591,Lat,51.416769,Elevation,51,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,1.71,3.9,1.67,0.96,1.15,2.56,1.92,0.65,1.61,3.39,2.17,0.44,2.12,1,2.81,3.02,0.89,0.8,2.57,2.53,0.9,4.09,0.78,1.86,0.76,1.95,1.22,3.94,2.61,0.49,4.19,1.08,1.14,3.1,3.86,2.22,,,,,,,,,,
February,,,,,,2.83,0.51,0.61,1.18,2.06,1.23,0.12,1.36,3.18,1.78,0.19,0.35,2.62,1.37,2.43,4.37,1.48,1.04,1.21,2.6,0.96,1.92,1.47,1.05,0.37,2.91,1.38,1.8,0.85,3.07,3.44,3.62,0.92,1,2.34,0.29,,,,,,,,,,
March,,,,,,1.69,1.49,1.75,3.04,1.44,,1.69,1.28,0.31,1.51,1.67,3.55,3.87,1.47,0.72,0.91,2.12,1.98,2.3,1.59,3.93,1.32,0.96,3.04,2.75,1.01,1.71,2.84,2.21,4.43,0.96,4.17,1.99,0.92,3.88,1.32,,,,,,,,,,
April,,,,,,1.42,1.99,1.16,2.05,2.35,,1.08,0.86,0.11,1.98,1.42,0.7,1.41,1.1,2.26,1.1,2.3,0.86,2.33,1.08,1.79,0.56,3.47,2.89,1.99,1.6,2.01,0.09,2.8,0.77,1.17,1,2.24,3.37,2.92,3.35,,,,,,,,,,
May,,,,,,2.95,3.94,1.61,1.29,3.37,,2.88,1.1,0.74,1.87,0.63,0.25,1.33,2.49,1.37,1.17,0.7,2.63,2.26,3.09,0.49,1.87,1.62,1.63,1.45,1.93,1.38,1.19,1.48,1.49,3.46,1.67,1.71,2.42,0.21,0.94,,,,,,,,,,
June,,,,,,1.82,1.07,1.25,2.35,0.52,3.85,1.64,2.86,0.86,2,0.32,2.24,2.26,1.22,1.5,1.87,1.22,4.47,6.81,0.8,4.56,2.56,2.65,1.51,3.91,3.23,2.14,3.85,0.84,4.72,0.61,1.98,2.77,1.05,1.26,2.46,,,,,,,,,,
July,,,,,,0.41,1.95,0.66,5.33,1.25,5.88,2.05,2.24,1.93,4.55,4.84,1.43,0.42,0.78,0.77,0.92,2.33,1,4.51,2.41,0.78,0.56,1.42,2.49,3.59,2.86,0.82,1.39,1.4,2.27,4.54,1.26,6.04,5.06,3.26,4.64,,,,,,,,,,
August,,,,,,1.05,0.65,1.62,2.23,1.99,1.82,4.62,4.58,1.47,3.11,1.96,2.15,2.43,1.19,0.59,1.67,1.97,3.31,3.43,1.99,3.06,1.09,1.98,2.65,1.94,2.56,1.15,4.82,1.19,1.79,2.44,4.08,4.86,1.28,2.25,1.47,,,,,,,,,,
September,,,,,,4.89,1.76,2.21,0.99,1.51,1.06,1.3,3.25,1.04,1.3,1.88,7.11,2.03,0.63,2.15,0.49,1.21,1.48,2.92,1.71,1.83,1.64,0.62,1.38,2.82,0.42,1.33,2.87,2.25,0.94,2.18,1.68,2.05,5.18,1.27,2.02,,,,,,,,,,
October,,,,,,3.73,2.68,1.3,1.36,3.25,1.08,5.74,4.39,4.79,4.55,3.6,2.48,0.94,3.55,2.67,1.39,1.68,1.53,7.98,1.51,1.44,4.13,4.38,2.55,4.33,4.01,3.31,2.62,4.39,1.54,2.71,4.26,3.62,1.45,0.66,1.55,,,,,,,,,,
November,,,,,,3.18,2.6,3.35,4.09,1.06,2.34,2.44,2.37,2.32,3.85,4.06,1.27,1.13,2.39,4.53,1.64,0.5,1.89,1.91,1.88,3.13,3.64,2.39,0.73,0.65,3,3.98,1.9,2.53,2.76,2.21,4.6,1.01,2.24,1.41,1.17,,,,,,,,,,
December,,,,,,1.08,4.04,1.24,1.65,1.44,0.72,3.82,1.53,2.75,1.96,2.09,3.48,2.8,2.56,1.14,2.92,3.36,1.47,1.89,2.4,0.85,2.52,3.38,2.26,2.93,3.85,5.69,3.05,1.04,7.27,6.15,2.65,1,2.45,4.27,1.93,,,,,,,,,,
Total,,,,,,26.76,26.58,18.43,26.52,21.39,,29.3,26.47,21.11,31.85,24.83,25.45,23.36,19.75,22.94,21.47,19.76,22.46,40.12,23.59,23.72,25.9,25.12,24.04,27.49,29.33,26.12,30.36,23.59,31.54,34.06,32.05,29.35,29.52,27.59,23.36,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Bellevue on old OS maps. Relationship to station is confusing and church distance is more than stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar to May 1891 readings are noted as lost on the record sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 readings are crossed out on the record sheet; the gauge moved in Jan 1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
