BRAEMORE LOCH A BHRAOIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH117733,Long,-5.162374,Lat,57.709919,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,4.33,,2.58,6.4,3.97,14.11,6.12,3.9,7.09,3.03,0.77,6.5,1.09,2.92,4,6.02,4.49,6.47,6.62,2.78,4.27,13.56,,9.6,5.3,4.6,0.7,8.9,2.78,5.6,,,,9.37,7.33,6.3,11.7,5.02,6.51,7.35,9.38,9.26,5.85,3.7,3.14,8.14,7.6,20.5,2.2,5.28,4.09,14.15,17.9,8.59,18.62,5.02,9.27,7.5,11.26,11.43,1.37,8.52,10.72,12.24,10.1,8.4,11,5.5,,,,
February,,,,,,,,,,9.43,,4.4,2.09,2,1.22,2.2,5.91,4.47,2.03,3.9,5.8,0.03,3.75,6.94,11.4,8.7,5.77,7.34,4.03,11.32,1.48,,5.03,4.27,13.12,0,2.7,3.6,10.7,,,,2.87,8.11,3.55,10.03,7.05,5.9,10.35,3.22,6.04,8.3,4.3,4.41,6.4,3.63,6.21,4.12,13.36,2.73,14.35,6.82,7.71,5.46,6.42,6.22,3.39,1.03,8.39,0.41,1.2,9,1.24,7.5,7.1,8.1,3.1,,,,
March,,,,,,,,,,0.88,,3.51,1.3,1.51,4.55,2.15,8.42,2.51,2.53,9.37,2.18,2.42,4.49,7.4,3.75,5.4,2.7,1.76,5.19,5.3,7.51,,0.68,5.6,10.2,10.5,5.7,8.9,7.8,,,,4.85,7.12,1.7,4.7,5.09,7.4,7.75,1.92,4.44,3.68,6.03,7.7,7.66,5.15,4.48,4.26,2.36,2.56,9.69,15.42,3.71,1.52,1.39,7.63,7.04,4.62,2.72,1.67,2.46,1.5,3.16,4.8,6.09,6.7,2.16,,,,
April,,,,,,,,,,2.41,,1.1,4.4,2.41,6.68,1.83,3.25,1.29,1.52,0.79,2.1,4.16,4.73,1.55,1.03,3.14,1.72,4.19,5.54,3.38,3.49,,2.15,0.72,1.63,4.3,6.45,2.55,5.07,,,,8.46,4.87,9.4,5.1,4.9,4.3,3.72,3.12,7.81,5.93,5.1,4.32,7.41,8.66,3.86,7.23,2.23,9.37,5.61,3.83,4.91,3.51,4.15,5.98,3.75,11.8,2.51,4.46,2.19,4.68,7.64,7.6,7.05,5.1,3.1,,,,
May,,,,,,,,,,0.36,,0.86,1.63,3.56,0.41,4.38,1.44,2.98,5.05,2.19,1.4,2.83,2.79,3.6,6.75,6.1,1.17,3.8,3.46,3.3,2.19,,3.8,3.02,2.2,3.9,3.9,3.7,3.78,,,,2.89,6.91,3.62,3.24,3.07,2.35,2.23,3.1,4.46,1.86,2.7,4.98,3.83,1.66,5.68,1.5,1.66,0.51,6.21,4.38,7.59,8.68,2.53,4.66,2.91,2.72,2.96,1.88,5.32,5.18,2.6,2,6.7,1,2.11,,,,
June,,,,,,,,,,2.91,,1.58,3.93,2.32,5,3.08,4.07,3.2,1.97,2.9,3,5.03,3.85,1.83,2.17,5.27,4.35,2.36,3.22,1.59,3.6,,4.8,3.06,2.75,3.12,3.4,2.02,6.7,,,,9.51,2.32,5.02,2.1,2.1,6.02,4.83,1.24,3.34,5.25,3.7,7.17,2,0.18,3.78,4.19,6.96,8.42,1.41,3.47,4.3,5.52,4.4,1.92,2.97,6.97,6.26,4.15,3.15,4.11,0.45,2,2.4,3.9,2.2,,,,
July,,,,,,,,,,3,,5.02,3.9,6.02,2.09,6.53,2.87,4.43,0.8,6.62,7.02,4.16,6.22,6.2,4.03,1.77,5.19,4.34,2.54,2.62,4.51,,3.05,4.15,4.98,4.14,5.5,3.1,4.72,,,,11.12,8.1,1.2,3.45,2.8,3.4,2.05,4.15,3.15,5.16,2.6,2.43,6.85,7.58,2.15,3.15,6.39,2.45,4.79,3.95,3.16,5.56,4.23,3.45,2.85,2.25,5.21,3.35,4.23,5.38,3.76,6.8,6,5.1,5.1,,,,
August,,,,,,,,,,1.25,,3.72,2.07,6.32,7.79,2.65,4.88,4.2,3.02,4.26,0.8,2.03,3.6,7.74,3.59,2.17,4.6,6.22,5.48,4.13,6.77,,4.9,6.6,6.2,1.19,9.4,3.12,5.76,,,,7,8.6,3.7,3.57,6.35,7.42,4.78,4.46,6.42,4.12,6.7,1.64,5.2,5.52,4.31,6.52,10.14,7.74,4.41,3.44,5.34,8.74,8.48,3.18,4.73,4.34,5.51,6.85,8.55,1.11,6,7.3,7.5,6.2,6.3,,,,
September,,,,,,,,,,4.1,,3.52,5.94,10.18,7.96,4.06,3.82,5.92,5.92,5.27,1.27,2,5.84,4.6,2.3,8.22,3.72,5.62,2.74,5.25,1.71,,8.59,10.82,1.16,4.6,4.9,5.72,6.03,,,,6.11,14.79,7.92,7.8,4.15,2.04,8.23,2.44,1.95,5.84,6.1,3.12,6.85,2.8,5.5,8.11,9.03,8.89,5.73,6.11,3.97,7.27,10.34,8.13,5.73,7.86,4.86,5.03,5.92,1.81,8.75,1.5,9.5,12.05,4.8,,,,
October,,,,,,,,,,,,4.38,8.97,8.69,12.25,4.13,5.31,3.52,4.97,3.92,4.21,2.04,2.09,8.38,9.6,12.27,7.2,6.38,7.99,5.83,13.72,,6.5,6.7,2.3,6.3,12.82,6.22,5.07,,,,18.3,16.46,5.09,6.33,6.3,1.68,2.08,10.8,3.26,3.18,6.5,10.05,2.6,3.3,9.52,14.17,9.32,5.37,1.63,8.08,2.71,11.64,5.03,6.1,7.92,7.41,6.94,10.71,11.59,6.91,9.75,8.4,10.12,12.5,5.1,,,,
