BRISTOL-OVER-COURT-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST587822,Long,-2.596855,Lat,51.537182,Elevation,138,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0.57,,2.86,3.58,4.47,2.77,4.86,2.16,1.18,0.84,3.67,3.54,1.48,1.99,2.74,3.98,0.56,2.02,0.67,4.88,4.35,2.04,2,3.71,3.58,0.56,4.45,1.79,2.01,1.5,2.76,0.86,4.24,5.3,1.38,3.06,2.84,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,5.26,,2.49,3.29,2.12,3.35,0.92,0.67,1.71,1.34,0.57,0.01,2.14,4.07,3.69,0.15,0.54,3.21,1.61,3.56,6.45,1.15,1.09,1.59,4.29,0.6,2.26,1.49,1.5,0.62,3.87,1.98,2.24,1.18,3.09,3.98,4.72,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.19,,1.8,0.99,3.03,1.31,2.91,2.2,3.44,4.98,1.03,2.96,0.78,0.73,2.33,2.76,2.96,3.83,0.85,1.07,1.41,2.31,1.91,4.21,1.53,4.36,2.22,1.03,2.57,3.29,0.59,2.23,4.81,4.13,4.29,1.1,4.39,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.46,,4.08,0.86,1.27,2.2,1.99,1.97,1.97,4.68,1.58,1.62,1.05,0.17,2.31,2.81,0.7,3.28,1.84,2.88,1.07,3.05,1.77,2.78,1.9,2.6,1.04,2.8,2.66,2.42,2.3,1.48,0.13,2.94,1.49,1.08,1.17,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.4,,2.22,1.72,1.45,3.17,5.08,2.37,1.76,2.79,2.06,3.99,1.24,1.19,2.2,1.99,0.26,1.67,3.62,1.92,2.42,1.22,1.87,4.29,2.61,0.1,1.98,2.39,1.91,1.24,1.72,0.88,1.83,2.56,1.66,2.82,3.11,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.4,,3.47,3.16,4.08,1.62,1,1.11,3.32,0.67,2.83,1.41,2.66,1.19,2.3,0.64,1.51,3.46,1.13,1.12,2,2.11,3.1,3.4,1.35,3.93,2.57,3.52,2.15,2.94,5.55,2.49,6.1,0.88,2.15,0.89,2.4,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,5.14,,5.91,3.5,3.87,0.98,3.94,1.27,5.47,3.12,3.44,2.99,3.58,,4.55,4.12,0.91,2.33,0.77,0.91,1,2.58,1.22,2.06,3.4,0.72,1.09,2.22,2.26,2.52,2.46,0.01,4.6,0.43,4.89,4.27,1.81,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.47,,3.72,1.71,2.57,2.93,2.17,2.4,2.19,2.49,3.18,6.61,4.69,14,3.03,4.68,2.45,6.22,3.67,2.07,2.53,2.68,4,3.53,2.63,3.83,1.57,2.18,5.19,3.13,6.06,2.11,7.65,0.99,2.4,1.87,4.59,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,3.53,,3.24,4.97,1.86,4.34,2.54,3.37,1.2,2.35,1.43,2.37,3.26,,3.46,1.14,7.18,3.72,1.39,2.4,0.72,2.03,2.04,3.48,1.76,0.93,0.62,0.64,2.87,3.52,0.41,1.55,0.52,2.76,2.18,1.46,1.3,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,5.85,,7.83,2.67,0.99,3.76,5.34,2.46,0.87,3,1.47,8.21,2.51,,4.21,2.94,4.62,1.5,6.73,3.09,3.96,1.23,2.3,8.03,0.84,1.68,5.37,6.07,2.55,5.37,5.31,2.67,4.18,2.22,1.76,4.28,6.39,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
