"WINCANTON ROUNDHILL GRANGE CHARLTON MUSGROVE",,,,,,,,,,,,
Grid ref,ST717318,Long,-2.405412,Lat,51.084813,,,,,,,
Station no,2121,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.89,1.78,1.57,,
February,,,,,,,,1.54,1.43,0.96,,
March,,,,,,,,0.92,3.64,4.34,,
April,,,,,,,,4.33,2.34,2.56,,
May,,,,,,,,2.15,2.00,1.14,,
June,,,,,,,,2.37,0.31,3.12,,
July,,,,,,,,1.95,2.52,4.04,,
August,,,,,,,,2.29,2.87,2.61,,
September,,,,,,,,0.69,2.72,3.33,,
October,,,,,,,,6.07,1.89,6.76,,
November,,,,,,,,3.32,1.63,0.98,,
December,,,,,,,,5.07,3.26,5.18,,
Total,,,,,,,,32.59,26.39,36.59,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.59,26.39,36.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.00,0.00,0.00,,
