BENTLEY (THE WELCHES),,,,,,,,,,,,
Grid ref,SU791442,Long,-0.869462,Lat,51.191558,,,,,,,
Station no,746/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.73,1.22,,,,,,,,,,
February,6.42,1.27,,,,,,,,,,
March,4.52,2.97,,,,,,,,,,
April,2.62,1.65,,,,,,,,,,
May,3.02,1.95,,,,,,,,,,
June,1.02,1.87,,,,,,,,,,
July,2.50,0.63,,,,,,,,,,
August,4.78,3.18,,,,,,,,,,
September,2.89,3.94,,,,,,,,,,
October,1.01,3.98,,,,,,,,,,
November,8.49,3.68,,,,,,,,,,
December,2.56,2.35,,,,,,,,,,
Total,43.56,28.69,,,,,,,,,,
Calc annual,43.56,28.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
