"HORSTED KEYNES (HOLY WELL P.S.)",,,,,,,,,,,,
Grid ref,TQ369276,Long,-0.049046,Lat,51.031468,,,,,,,
Station no,517,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.58,2.74,1.29,1.34,3.76,4.82,2.62,3.83,3.17,3.59,,
February,7.23,0.90,1.42,2.48,1.78,0.49,5.05,2.55,0.05,2.51,,
March,4.22,3.23,0.27,3.51,1.21,1.07,1.60,2.01,1.96,2.62,,
April,2.95,1.92,2.71,0.50,0.33,1.48,0.14,1.23,2.43,0.90,,
May,2.32,2.70,2.11,1.99,4.46,0.58,1.37,2.82,0.41,1.37,,
June,2.18,0.95,1.49,4.23,1.98,2.92,2.60,4.67,1.09,1.88,,
July,2.81,0.58,3.79,3.93,0.91,3.57,3.68,2.28,1.88,4.33,,
August,6.27,3.55,2.37,3.43,0.65,4.12,2.45,4.22,1.29,5.02,,
September,3.59,2.87,4.50,2.96,3.10,3.85,4.21,5.46,0.09,2.82,,
October,1.61,3.72,4.45,2.43,4.22,2.00,1.80,3.66,3.57,8.13,,
November,6.43,4.41,1.67,6.53,1.74,0.80,3.43,2.21,3.43,6.12,,
December,3.33,3.10,0.84,2.62,3.38,4.88,2.73,4.93,8.03,4.08,,
Total,46.52,30.67,26.91,35.95,27.52,30.58,31.68,39.87,27.40,43.37,,
Calc annual,46.52,30.67,26.91,35.95,27.52,30.58,31.68,39.87,27.40,43.37,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
