GREENOCK HAMILTON STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 279 762,Long,-4.758289,Lat,55.94818,Elevation,64,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,1.1,,,,,,,,,,,,,3.5,2.7,3.5,11.1,,,,11.4,7.9,1,3.8,6.2,7.6,9.1,7.9,6,8.75,12.5,6.37,6.8,12.55,8.93,12.02,9.52,7.13,5.9,10.92,12.32,,,,,,
February,,,,6.3,,,,,,,,,,,,,4.5,3,11,5.7,,,,2.6,3,0.9,6.1,5.85,1.3,9,7,4.9,2.7,7.7,5.77,4.4,9.54,6.31,11.74,11.41,5.64,8.65,7.32,1.82,,,,,,
March,,,,1.45,,,,,,,,,,,,,6.4,1.4,4,1.8,,,,1.4,3.2,3.7,0.8,5.18,3,9.9,7.2,9.62,6,3.8,6.37,2.83,4.15,2.93,9.21,1.01,1.3,6.11,5.91,2.83,,,,,,
April,,,,2.95,,,,,,,,,,,,,1.7,3.5,2.5,2.3,,,,3,0.2,3.4,4.2,4.74,4.85,6.6,2.05,0.45,4.6,6.15,3,1.3,2.45,8.1,4.52,2.51,2.55,5.14,2.3,,,,,,,
May,,,,2.9,,,,,,,,,,,,,2,2.8,2.2,2.3,,,,0.6,5,3.2,4.2,2.5,5.3,0.4,3.95,1.67,5.3,4.2,1.93,3.88,1.97,4.12,3.78,0.82,5.64,1.6,3.71,,,,,,,
June,,,,4.8,,,,,,,,,,,,,4.5,1.9,3.7,2,,,,3.6,5.2,2.3,7.2,2.55,3.55,1.15,5.75,3.9,5.3,3.95,4.23,0.95,3.5,2.72,2.11,1.84,1.91,3.73,8.2,,,,,,,
July,,,,1.75,,,,,,,,,,,,,7,2.6,4.9,4.7,,,,5.1,1.6,2.3,2.55,2.3,4.7,3.25,1.5,3.85,5.75,0.8,3.33,2.64,3.85,5.51,1.05,2.98,2.51,3.51,5.61,,,,,,,
August,,,,1.7,,,,,,,,,,,,,6.1,2.8,4.1,3.7,,,,3.2,2.3,7.7,4.8,2,3.2,4.15,5.6,11.15,4.1,5.7,1.97,6.77,7.25,4.42,8.42,1.25,1.77,4.4,4.92,,,,,,,
September,,,,3.5,,,,,,,,,,,,,3.3,4.8,2.1,,,,,5.6,4.4,2,3.15,4.5,4.1,7.25,3.45,7.1,2.95,7.97,7.6,1.7,8.04,5.12,2.32,10.72,4.45,2.32,11.4,,,,,,,
October,,,,4.6,,,,,,,,,,,,,5.3,6.9,4.8,,,,,6,6.5,8.9,3.25,4.45,8.25,3.85,7.3,5.85,13.2,6.86,2.93,6.4,5.27,7.82,6.52,2.45,7.15,6.62,6.5,,,,,,,
November,,,,6,,,,,,,,,,,,,6.2,6.8,7.7,,,,,7.2,3.5,2.2,3,3.6,2.05,6.1,3.3,9.3,4.45,6.1,6.83,4.65,5.62,1.84,5,8.55,2.33,4.82,10.63,,,,,,,
December,,,,12.3,,,,,,,,,,,,,1.5,6.6,6.7,,,,,0.7,12.5,4.4,7.65,8.75,9.85,7.75,4.25,5.35,11.15,9.83,5.47,7.11,9.72,4.62,10.62,11.41,4.62,9.51,8.73,,,,,,,
Total,,,,49.35,52.5,62.1,62.1,49.15,49.7,51.82,,,,,,,52,45.8,57.2,,,,,50.4,55.3,42,50.7,52.62,57.75,68.5,59.25,69.14,74.25,75.56,55.8,49.43,73.91,62.44,77.31,64.47,47,62.31,86.15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856 May corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834-39 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location based on Jeweller's based in Hamilton St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
