WORSTEAD (LYNGATE COTTAGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1434,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.81,1.86,4.79,1.82,2.30,1.29,2.74,2.19,3.23,1.67,1.14,
February,0.79,0.41,2.67,2.96,1.79,2.02,2.04,2.20,1.45,0.84,1.33,
March,1.08,1.01,1.69,1.62,1.02,1.80,0.31,1.99,1.18,0.10,1.50,
April,2.99,1.28,2.70,0.93,1.59,1.79,2.81,2.20,1.64,1.28,1.42,
May,1.35,1.02,0.45,1.50,3.47,2.04,1.10,0.69,1.55,0.94,2.83,
June,1.62,0.36,1.29,0.93,1.64,0.86,3.29,4.55,2.29,0.73,0.69,
July,3.17,0.53,5.35,2.39,2.51,1.76,1.76,2.58,1.55,3.37,4.79,
August,2.31,2.00,1.19,2.43,2.28,2.34,2.47,3.31,1.44,1.66,2.83,
September,2.95,1.00,2.66,1.51,2.95,3.85,1.27,3.57,0.78,0.70,5.73,
October,0.74,1.92,1.33,3.20,3.99,1.72,2.99,2.50,2.59,3.30,0.94,
November,0.70,2.47,1.82,4.29,1.72,4.21,3.24,4.69,2.66,2.88,3.55,
December,2.83,2.51,1.85,3.84,2.32,3.23,1.18,2.36,3.02,3.43,1.67,
Total,22.34,16.37,27.79,27.42,27.58,26.91,25.20,32.83,23.38,20.90,28.42,
Calc annual,22.34,16.37,27.79,27.42,27.58,26.91,25.20,32.83,23.38,20.90,28.42,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
