RAMSEY TOWN HALL (roof),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC449945,Long,-4.386268,Lat,54.322441,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,
January,,,,,,5.76,4.5,6.26,2.82,2.63,,1.94,2.74,2.93,8.29,2.56,1.59,3.1,2.4,7.68,5.89,,,,4.25,1.62,5.77,1.03,2.96,1.95,3.23,2.6,6.78,8.59,2.25,3.45,4.2,2.01,6.13,5.54,5.77,5.47,7.48,2.9,6.51,4.01,7.51,4.6,10.26,2.25,9.31,6.44,5.27,6.8,5.17,1.83,10.51,7.06,6.19,7.39,5.27,1.81,7.6,9.9,,,,7.31,9.67,3.98,1.14,5.57,3.6,0.37,1.7,4.71,3.96,4.14,8.6,,,,,,,,,,,,,,,,,,,,,
February,,,,,,6.71,1.98,1.63,0.89,3.48,,0.32,0.83,5.8,5.3,1.73,1.98,3.25,2.61,5.13,6.89,,,,4.13,2.34,3.37,2.29,1.84,2.05,7.77,3.55,5.62,2.83,7.28,10.24,3.71,1.53,5.39,1.67,1.6,0.32,3.78,6.31,0.99,6.02,4.18,3.49,3.76,1.49,0.86,2.78,0.07,3.35,0.19,3.85,2.47,6.45,1.83,3.73,4.04,3.85,2.7,2.38,,,,3.47,2.22,2.07,4.64,3.22,0.28,1.29,4.64,2.53,0.54,6.28,5.6,,,,,,,,,,,,,,,,,,,,,
March,,,,,,5.39,4.47,1.57,2.67,2.53,,1.44,0.7,1.45,2.15,3.41,4.76,7.15,1.26,3.41,0.63,,,,2.94,4.02,1.43,2.6,3.95,4.63,4.6,0.88,6.06,6.93,7.27,1.19,1.42,1.81,2.12,4.5,5.32,5.45,3.02,1.85,1.83,1.42,1.36,5.23,7.89,0.26,2.32,0.92,1.67,2.1,2.87,0.84,3.31,3.34,1.35,3.66,4.44,2.75,3.9,0.67,,,,7.32,3.77,1.94,2.84,2.57,1.64,0.11,3.63,4.08,1.66,2.87,1.29,,,,,,,,,,,,,,,,,,,,,
April,,,,,,3.6,2.95,1.67,2.99,3.19,,2.32,1.08,1.24,2.55,3.65,1.22,4,1.98,3.09,2.04,,,,2.14,1.95,1.14,2.74,2.62,5.32,2.58,3.3,0.33,5.01,1.87,2.99,2.64,1.94,1.25,1.93,4.68,1.48,3.77,3.2,3.23,3.05,2.09,2.13,1.8,0.89,1.96,2.02,3.66,2.2,2.92,3.5,1.03,2.75,0.2,1.84,3.11,1.87,3.6,2.1,,,,5.55,1.89,2.46,1.64,0.68,0.79,2.21,0.09,1.49,0.72,0.57,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.79,5.62,0.91,3.83,3.49,,1.45,3.21,1.38,3.45,0.38,0.36,1.63,3.29,4.93,4.07,,,,1.75,1.75,5.03,4.17,2.29,1.04,1.83,3.15,1.61,3.05,2.83,1.55,6.36,4.36,3.35,1.17,3.94,2.69,0.46,1.73,4.1,4.55,2.38,2.43,0.99,3.73,1.39,3.37,4.37,1.59,2.54,0.81,3.72,1.83,3.72,1.13,1.56,2.83,4.7,3.7,,,,4.62,1.76,0.9,0.85,1.05,2.12,1.95,2.15,3.11,0.83,3.82,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.04,0.96,0.52,3.36,0.29,,2.18,2.69,1.82,3.48,0.99,3.44,4.23,2.09,3.22,2.85,,,,2.71,3.03,1.03,2.98,2.38,2.19,1.82,2.75,4.77,2.6,0.4,0.72,2.41,1.29,1.78,1.58,1.98,0.27,1.49,0.27,2.23,0.08,2.19,3.36,5.29,1.85,1.85,3.94,3.42,1.77,1.62,3.4,2.31,1.79,4.77,2,1.22,0.79,0.3,0.9,,,,3.85,5.19,0.44,0.39,0.79,1.41,1.77,0.96,3.49,1.85,0.74,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.46,5.04,3.2,7.99,2.06,,1.67,2.19,2.71,2.26,3.14,5.9,1.14,0.44,2.43,1.59,,,,3.1,1.01,2.64,0.89,2.82,4.95,2.34,1.8,3.31,1.02,3.38,2.97,2.5,1.15,3.47,0.68,3.62,5.36,2.73,1.98,5.41,2.29,2.45,4.18,2.61,1.85,1.89,1.8,2.37,1.67,0.87,0.98,5.84,1.6,4.28,4.17,3.1,1.74,2.1,1.2,,,,3.27,2.46,2.47,1.74,1.34,1.19,1.41,1.04,1.68,2.8,2.98,2.55,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.67,2.14,1.41,2.49,5.12,,5.13,4.98,3.82,3.2,3.85,2.1,5.91,4.27,1.26,7.19,,,,4.37,6.47,3.91,2.81,2.98,2.38,6.23,2.44,6,0.72,3.72,1.11,1.86,5.85,2.11,2.1,3,4.29,2.14,6.3,3.14,2.23,3.9,4.65,7.37,4.41,5.78,3.89,2.4,0.93,3.87,1.36,2.19,1.54,2.22,1.52,0.78,2.5,2.03,5.1,,,,0.43,5.95,1.69,6.56,3.92,2.26,1.94,2.51,1.7,8.38,3.99,3.92,,,,,,,,,,,,,,,,,,,,,
September,,,,,,5.2,4.21,3.47,0.88,2.73,,3.88,2.44,2.28,0.37,0.9,6.1,4.71,2.84,2.89,2.05,,,,3.78,1.87,0.62,0.89,4.1,3.71,0.63,1.44,1.23,4.36,1.42,0.9,1.98,1.98,7.41,3.13,2.87,1.29,4.79,4.58,7.73,3.65,1.85,5.86,1.91,0.79,8.23,3.81,4.61,1.42,5.43,5.59,4.26,1.89,3.58,1.75,2.61,1.45,3,3.1,,,,2.77,3.38,1.53,5.14,3.59,2.6,4.14,3.52,2.16,3.55,6.86,4.69,,,,,,,,,,,,,,,,,,,,,
October,,,,,,3.94,4.65,1.88,3.41,5.43,,6.25,5.19,3.4,9.49,5.96,5.26,2.8,4.37,2.62,8.1,,,,1.79,3.01,8.42,6.77,2.31,11.16,2.63,4.62,4.82,4.11,1.64,5.54,8.5,7.11,6.17,3.11,5.2,2.59,2.11,5.95,2.87,6.85,4.03,4.81,12.35,6.83,8.16,2.17,6.09,4.19,7.94,6.66,2.51,5.87,7.27,4.67,4.94,4.14,5.3,5.1,,,,1.13,2,4.22,4.95,0.48,3.61,2.48,3.04,2.72,2.58,4.67,3.74,,,,,,,,,,,,,,,,,,,,,
November,,,,,,2.82,4.38,3.67,6.79,3.69,,4.21,3.86,2.16,5.86,7.5,2.54,5.58,4.73,5.61,6.34,,,,2.89,5.89,2.6,4.37,3.26,1.37,7.76,5.98,3.26,6.68,5.84,4.37,4.86,3.92,5.11,3.6,3.72,5.04,3.95,3.86,3,2.77,7.44,4.65,7.98,9.11,5.99,18.88,1.87,2.67,2.03,6.13,5.03,1.73,7.8,5.34,8.59,4.17,0.9,2.4,,,8.75,3.91,4.02,2.52,2.17,5.56,1.37,4.8,11.14,3.87,1.7,3.56,1.83,,,,,,,,,,,,,,,,,,,,,
December,,,,,,1.7,7.52,4.25,5.41,3.71,,5.03,2.35,6.21,5.33,4.03,7.89,9.47,4.45,5.3,6.74,,,,3.12,2.24,3.31,5.35,6.19,6.09,6.07,12.06,6.16,3.3,10.75,10.19,4.37,4.24,8.53,9.93,5.5,3.39,7.71,7.2,9.51,4.67,0.77,3.1,5.22,13.05,8.75,4.23,7.91,1.43,12.54,4.32,6.17,5.34,4.61,2.97,4.88,1.89,6.6,,,,5.75,1.4,6.54,3.22,2.11,4.2,2.77,1.85,6.33,5.83,5.24,4.82,6.27,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,42.08,48.42,30.44,43.53,38.35,,35.82,32.26,35.2,51.73,38.1,43.14,52.97,34.73,47.57,54.38,,,,36.97,35.2,39.27,36.89,37.7,46.84,47.49,44.57,49.95,49.2,48.65,45.22,44.81,37.19,52.82,38.94,47.2,37.64,43.43,46.13,50.55,41.59,40.15,48.49,67.43,46.51,56.49,54.25,43.71,30.12,47.99,39.27,49.35,41.19,47.82,40.17,44.54,29.79,42.73,,,,,45.03,48.85,27.44,34.17,32.97,23.64,24.32,40.75,37.37,33.81,45.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1943 incomplete year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1949 Total adj for arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1956 Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
