DAWLISH LUSCOMBE CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX943767,Long,-3.494275,Lat,50.580442,Elevation,175,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57,6.45,6.08,5.01,5.64,2.68,6.94,3.35,4.7,3.24,3.62,0.74,7.56,7.92,4.79,7.31,2.78,6.12,5.31,9.13,2.69,3.18,3.71,4.16,7.98,0.62,1.19,4.11,3.45,0.8,2,5.67,4.1,3.98,3.82,4.94,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,5.36,3.01,4,3.42,3.31,1.92,2.56,0,4.64,0.2,4.55,4.11,7.32,1.01,2.17,5.06,4.19,0.45,1.93,0.54,2.44,3.73,2.95,1.61,1.89,7.23,6.87,0.85,1.73,3.71,2.68,0.26,6.2,3.88,0.34,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,0.54,0.7,4.36,4.66,0.27,3.05,2.7,3.08,4.78,3.31,1.42,5.39,5.83,0.25,1.79,2.88,3.42,3.48,1.52,0.12,1.12,1.72,10.65,1.66,1.68,2.08,4.62,3.33,0.75,3.99,2.13,1.22,3.29,2.72,4.85,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,2.98,3.23,2.09,2.06,1.23,3.71,4.14,2.84,2.28,3.61,4.65,3.25,3.6,0.17,2.63,3.26,1.4,2.42,1.5,2.48,0.82,2.5,3.83,2.65,2.22,2.05,2.21,3.13,3.3,0.15,1.19,0.91,0.11,0.56,3.89,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,5.25,0.94,0.62,1.38,3.35,1.83,3.42,4.62,2.29,1.19,2.83,1.12,3.14,3.01,0.59,1.84,2.19,7.41,3.85,0.41,4.78,5.07,3.22,2.68,2.5,3.91,2.51,3.01,3.66,2.57,4.21,0.83,2.24,3.48,1.34,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,0.04,3.54,2.59,2.25,2.46,0.44,4.35,4.41,3.11,2,4.57,1.43,1.29,1.64,3.89,0.61,2.66,0.89,1.44,2.41,2.79,4.02,3.1,2.16,0.92,0.86,1.3,1.43,1.98,3.8,3.42,1.62,2.88,3.65,1.26,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,2.81,1.2,3.64,1.67,2.16,2.85,4.42,2.17,2.65,0.79,0.72,6.4,1.64,3.88,6.82,2.79,0.72,1.9,2.63,3.09,2.56,1.63,1.93,1.1,1.78,5.53,2.39,1,2.45,2.71,2.81,2.54,3.5,3.1,2.16,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.47,1.37,3.5,2.64,2.19,4.58,4.59,2.26,1.37,4.18,2.77,0.18,1.59,4.28,3.07,0.08,3.83,4.7,3.25,4.57,2.05,4.51,1.4,3.59,1.15,4.05,4.46,3.98,1.84,3.73,0.62,2.94,2.16,3.2,2.69,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,4.38,1.01,5.59,2.26,0.35,5.68,1.81,5.9,3.47,3.2,3.37,3.95,2.88,1.66,1.17,1.38,1.39,3.08,4.02,2.11,3.71,6.12,2.57,1.66,3.54,4.88,4.86,3.14,3.25,3.42,1.39,6.86,2.65,4.44,0.15,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39,3.99,3.88,3.81,6.58,6.88,3.95,0.53,7.85,3.04,3,4.34,1.07,4.36,3.53,5.65,4.15,1.84,3.99,3.82,5.37,4.57,2.44,1.35,3.77,6.79,1.99,1.08,5.93,3.36,3.3,2.3,1.84,2.37,3.46,3.37,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
