"CAMBRIDGE WATERWORKS (CHERRY HINTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1200,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.04,1.97,2.13,1.30,2.58,1.34,1.69,1.50,2.37,1.15,1.41,
February,0.40,0.36,1.37,2.11,0.81,2.38,2.26,2.71,0.86,0.43,0.42,
March,1.65,0.77,1.27,1.61,0.56,1.08,0.23,1.21,0.99,0.02,1.46,
April,3.54,1.49,2.45,1.09,2.59,1.85,2.70,1.56,0.53,1.16,2.61,
May,2.40,0.72,1.42,1.21,3.36,1.90,1.79,0.69,1.77,1.78,2.83,
June,1.25,0.69,1.08,0.66,1.86,0.49,2.18,2.26,2.17,0.68,0.37,
July,3.01,0.28,4.47,2.04,3.36,1.91,2.77,1.82,2.35,2.50,3.09,
August,1.00,1.14,2.39,2.99,2.35,1.71,1.22,2.25,2.07,0.81,1.91,
September,2.29,1.27,2.10,1.89,2.16,2.65,2.29,3.20,0.49,0.11,3.51,
October,0.64,1.06,0.47,3.94,3.41,2.60,2.42,1.55,2.46,2.60,0.74,
November,0.60,1.59,0.99,1.33,2.25,1.38,2.77,2.13,1.35,3.61,3.38,
December,1.84,1.07,1.35,1.98,2.10,1.45,0.29,1.85,1.87,2.92,1.72,
Total,20.66,12.41,21.49,22.15,27.39,20.74,22.61,22.73,19.28,17.77,23.45,
Calc annual,20.66,12.41,21.49,22.15,27.39,20.74,22.61,22.73,19.28,17.77,23.45,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
