"LACOCK (LACKHAM HOUSE)",,,,,,,,,,,,
Grid ref,ST923702,Long,-2.112149,Lat,51.430749,,,,,,,
Station no,1491/5/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.54,2.39,0.63,1.55,2.73,4.05,2.23,2.97,3.90,3.66,,
February,4.04,0.61,1.51,2.90,1.36,0.12,2.74,3.44,0.28,1.96,,
March,3.18,2.82,0.56,2.47,1.32,0.59,2.53,1.69,3.17,1.62,,
April,2.70,1.43,2.17,0.38,0.88,1.34,0.28,0.89,2.39,1.27,,
May,1.76,4.09,2.13,1.91,5.01,0.39,1.97,2.72,1.58,1.27,,
June,1.26,2.08,1.78,4.33,3.00,2.36,1.42,4.13,1.08,2.27,,
July,1.12,0.40,3.09,2.15,0.22,2.60,4.25,2.88,2.19,3.52,,
August,4.64,5.17,2.79,2.82,0.43,4.81,3.08,2.85,1.78,3.04,,
September,2.44,2.81,3.12,2.69,0.85,3.75,3.66,3.40,0.15,3.73,,
October,0.52,4.42,2.71,2.58,1.36,2.53,2.55,2.95,2.07,5.67,,
November,5.80,4.06,1.29,5.08,2.76,0.66,1.93,2.43,2.82,4.29,,
December,1.87,2.66,0.75,3.00,2.74,3.58,2.20,2.99,5.89,4.85,,
Total,31.87,32.94,22.53,31.86,22.66,26.78,28.84,33.34,27.30,37.15,,
Calc annual,31.87,32.94,22.53,31.86,22.66,26.78,28.84,33.34,27.30,37.15,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
