"BRIGHTON W.W. (BALSDEAN RESERVOIR)",,,,,,,,,,,,
Grid ref,TQ374045,Long,-0.050618,Lat,50.823746,,,,,,,
Station no,486/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.16,2.82,1.47,1.84,3.74,5.71,2.02,4.72,3.88,2.82,,
February,6.01,0.98,1.34,3.33,1.69,0.11,5.04,3.16,0.03,2.92,,
March,4.14,3.17,0.33,3.88,0.97,0.37,1.74,2.28,1.75,2.05,,
April,2.27,1.93,2.41,0.54,0.50,1.42,0.20,1.03,2.43,1.08,,
May,2.21,1.66,1.26,1.81,4.10,0.47,1.16,2.61,0.50,1.74,,
June,1.85,1.14,1.19,3.09,1.78,2.15,2.03,3.70,2.05,1.85,,
July,1.98,1.24,3.39,4.99,0.73,2.91,4.33,2.53,1.64,3.33,,
August,4.68,2.88,1.99,3.34,2.49,3.65,2.66,5.26,1.14,8.17,,
September,4.07,4.17,4.56,3.43,3.17,3.22,4.46,3.55,0.17,3.91,,
October,1.95,4.22,3.32,3.83,3.90,1.73,1.64,4.25,2.87,8.40,,
November,5.71,4.31,2.43,6.25,1.43,0.77,3.14,3.23,4.41,6.59,,
December,3.03,4.51,0.90,2.89,4.39,5.00,2.20,4.85,7.42,4.24,,
Total,42.06,33.03,24.59,39.22,28.89,27.51,30.62,41.17,28.29,47.10,,
Calc annual,42.06,33.03,24.59,39.22,28.89,27.51,30.62,41.17,28.29,47.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
