"NOTTINGHAM (WILFORD HILL RES.)",,,,,,,,,,,,
Grid ref,SK579351,Long,-1.140489,Lat,52.910218,,,,,,,
Station no,2591,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.11,1.45,0.84,1.13,1.55,3.58,1.48,2.52,2.40,4.72,,
February,2.88,0.53,1.48,2.27,1.56,0.59,2.41,2.73,0.14,1.67,,
March,2.60,2.36,0.91,1.62,2.20,0.71,2.13,1.44,1.32,1.38,,
April,1.63,2.08,1.93,0.21,1.05,1.57,0.15,0.60,2.63,0.92,,
May,2.99,2.77,2.21,2.38,2.99,0.53,1.09,1.84,0.41,1.07,,
June,1.36,1.79,2.36,3.15,3.64,3.27,1.70,4.50,0.76,2.14,,
July,1.05,0.41,1.71,1.85,1.47,2.34,2.53,4.51,1.50,2.82,,
August,4.88,1.77,2.01,4.03,0.47,7.00,2.68,2.58,0.80,5.47,,
September,1.17,1.21,1.47,2.56,0.80,2.01,5.48,1.98,0.06,3.88,,
October,1.02,2.53,2.33,2.71,1.67,1.47,1.20,2.16,1.81,5.71,,
November,4.97,1.76,1.57,4.47,1.28,0.77,1.60,1.34,2.24,2.78,,
December,1.43,2.15,1.07,2.13,1.69,2.06,1.74,2.70,3.06,3.01,,
Total,28.09,20.81,19.89,28.51,20.37,-999.00,24.19,28.90,17.13,35.57,,
Calc annual,28.09,20.81,19.89,28.51,20.37,25.90,24.19,28.90,17.13,35.57,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-1024.90,0.00,0.00,-0.00,0.00,,
