"CHICKERELL, 'MONTEVIDEO' HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1558,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.36,3.22,4.13,1.47,4.63,4.04,4.05,2.05,3.70,1.53,3.64,
February,0.44,0.16,2.69,5.14,1.25,3.72,1.66,2.76,2.85,1.94,0.99,
March,2.92,1.36,3.05,1.45,1.47,0.73,0.40,2.75,2.90,0.18,1.58,
April,3.82,0.99,3.08,2.81,2.37,2.06,2.92,2.25,2.11,0.74,2.14,
May,1.53,1.75,0.83,1.59,3.82,3.51,1.45,1.16,1.27,2.43,2.46,
June,2.20,0.28,0.79,0.66,1.62,0.23,2.69,2.07,2.41,1.90,0.55,
July,3.69,0.33,4.12,1.06,3.10,3.01,1.64,2.49,1.90,1.38,1.54,
August,1.41,1.26,3.16,1.31,2.64,3.35,0.98,2.75,3.06,1.63,3.03,
September,2.22,0.72,1.54,3.64,3.50,3.07,0.68,6.58,2.36,0.39,3.72,
October,2.59,1.11,1.95,5.55,5.56,4.96,3.49,2.17,5.96,3.59,2.93,
November,1.02,2.37,1.65,1.61,3.59,3.03,10.42,3.11,2.70,7.05,5.15,
December,3.31,1.70,4.59,3.10,4.64,4.12,0.76,3.85,3.47,6.28,4.13,
Total,29.51,15.25,31.58,29.39,38.19,35.83,31.14,33.99,34.69,29.04,31.86,
Calc annual,29.51,15.25,31.58,29.39,38.19,35.83,31.14,33.99,34.69,29.04,31.86,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,
