"GLASGOW, MAXWELL PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5289,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.76,6.62,3.47,3.60,3.65,4.59,3.80,4.76,7.71,1.35,4.79,
February,5.16,1.28,3.36,3.83,0.60,3.47,3.66,1.93,3.86,1.65,0.22,
March,4.18,6.06,1.32,1.62,0.79,2.13,2.37,2.54,2.94,0.71,2.73,
April,1.93,0.82,1.81,3.31,2.17,4.40,1.76,2.23,0.88,1.07,0.99,
May,4.94,2.28,2.74,1.94,4.29,6.34,2.26,2.30,2.04,2.44,1.47,
June,2.14,0.53,1.46,1.23,1.77,0.33,1.71,4.02,4.41,2.73,2.62,
July,3.01,3.00,2.35,3.46,3.03,1.44,2.91,3.44,1.93,2.48,4.03,
August,4.26,5.58,2.76,4.46,3.27,2.79,3.35,5.43,2.60,5.25,5.11,
September,3.01,1.90,1.12,5.54,4.21,2.98,2.28,6.35,2.79,1.13,4.78,
October,1.51,4.78,1.81,4.53,2.91,2.58,4.14,4.91,5.40,4.51,6.02,
November,3.79,2.49,2.20,3.40,2.74,0.66,5.74,3.75,4.28,6.43,4.53,
December,3.49,4.55,3.11,3.15,6.37,3.40,1.23,1.13,3.73,8.04,3.45,
Total,42.18,39.89,27.51,40.07,35.80,35.11,35.21,42.79,42.57,37.79,40.74,
Calc annual,42.18,39.89,27.51,40.07,35.80,35.11,35.21,42.79,42.57,37.79,40.74,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
