"LANARK, RHYBER LODGE",,,,,,,,,,,,
Grid ref,NS883442,Long,-3.777881,Lat,55.678393,,,,,,,
Station no,RR2448,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.00,1.80,1.70,4.70,3.00,1.30,3.80,2.00,3.60,4.50,,
February,2.00,1.00,0.20,4.80,1.30,1.70,1.50,2.20,2.10,2.30,,
March,0.00,2.10,0.00,7.00,1.40,3.80,2.80,3.00,4.50,1.80,,
April,2.70,2.20,1.40,1.00,3.40,2.00,1.30,1.40,1.50,2.40,,
May,1.20,1.30,1.50,1.70,2.50,1.50,4.20,3.00,1.90,1.70,,
June,3.60,2.40,1.00,1.80,1.70,0.70,1.40,3.30,1.80,2.60,,
July,2.70,0.90,2.00,4.40,2.30,3.30,1.90,3.00,2.50,3.60,,
August,4.00,3.70,1.80,5.20,3.40,3.30,5.00,3.70,2.10,2.30,,
September,2.80,1.70,1.40,2.80,2.40,1.80,1.00,0.90,4.70,2.40,,
October,5.30,2.80,2.80,7.00,1.40,2.40,7.10,6.80,0.50,5.50,,
November,4.70,2.50,1.00,2.80,1.70,2.50,4.50,1.90,2.30,1.20,,
December,6.00,3.30,3.60,2.10,2.00,3.00,2.50,3.80,1.60,3.20,,
Total,39.00,25.70,18.40,45.30,26.50,27.30,37.00,35.00,29.10,33.50,,
Calc annual,39.00,25.70,18.40,45.30,26.50,27.30,37.00,35.00,29.10,33.50,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
