BROMSGROVE BURCOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO984716,Long,-2.024909,Lat,52.342475,Elevation,432,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.55,3.53,0.95,2.13,0.88,3.4,3.65,1.17,0.85,1.98,2.75,1.03,4.3,1.16,1.02,1.29,2.7,1.13,5.25,4.33,1.08,3.43,1.01,,,,,,,,,,4.27,3.53,4.86,1.42,4.22,1.46,1.96,1.95,2.65,1.03,3.59,3.24,2.92,5.91,4.2,4.26,3.36,4.86,2.06,2.43,2.05,1.85,4.2,1.64,0.58,2.63,2.21,0.92,0.9,2.71,3.23,1.23,2.46,3.36,5.8
February,,,,,1.99,0.13,0.54,2.87,1.55,2.33,4.21,1.58,1.64,1.35,3.67,0.7,1.88,0.93,1.58,0.83,3.33,1.72,1.9,1.24,2.03,4.75,5.25,,,,,,,,,,2.72,3.2,2.19,0.67,0.55,2.44,0.19,3.06,0.42,2.41,2.76,4.42,0.58,1.11,2.86,2.71,0.93,1.33,1.29,1.84,1.6,1.2,1.1,0.71,4.79,2.76,0.58,1.32,2.24,1.61,0.47,2.51,4.53,0.15,1.94
March,,,,,1.08,2.02,2.67,3.17,0.52,0.8,0.83,1.66,1.58,4.71,1.67,3.81,1.31,1.04,3.14,3.9,0.78,2.73,4.64,4.97,2.9,0.94,4.21,,,,,,,,,,0.8,2.59,2.86,0.21,2.76,0.25,1.46,2.27,2.42,0.51,2.22,2.57,0.37,1.52,1.58,2.36,1.96,0.83,0.33,0.98,0.79,6.12,1.01,2.1,1.25,4.69,2.52,1.3,2.11,2.91,1.04,1.93,1.29,1.83,1.27
April,,,,,1.73,2.56,1.21,2.09,1.71,2.5,1.43,2.29,2.63,1.85,1.1,2.14,1.45,2.37,2.83,2.54,2.36,1.12,0.05,3.98,1.13,1.22,1.43,,,,,,,,,,3.07,1.97,1.87,0.67,3.44,3.51,3.32,0.94,2.05,3.25,2.07,3.01,0.13,1.79,2.7,1.61,1.09,0.68,1.95,0.96,2.78,2,2.71,2.41,2.19,2.83,2.1,2.22,0.63,1.34,1.24,0.08,0.46,2.9,1.1
May,,,,,2.59,0.85,0.42,1.34,3.71,1.8,1.9,1.24,3.11,3.88,2.56,0.47,2.61,3.48,3.83,2.07,1.83,1.3,3.44,2.85,1.86,2.58,3.27,,,,,,,,,,4.82,2.4,0.77,1.87,1.98,4.26,5.81,1.73,0.85,0.72,1.07,2.3,1.63,1.03,2.6,2.57,3.87,4.01,0.54,2.55,2.61,2.3,2.13,2.93,1.55,3.59,2.43,2.21,2.39,4.34,0.58,1.29,2.41,1.1,1.74
June,,,,,2.3,1.27,2.84,3.09,1.23,2.35,1.94,2.33,2.95,2.68,0.58,3.54,3.07,2.94,2.11,4.3,2.21,2.23,6.8,1.33,3.26,2.57,1.97,,,,,,,,,,1.87,3.77,2.74,1.91,1.32,4.12,1.14,2.74,1.04,2.9,3.84,0.91,1.89,1.52,0.73,1.51,0.04,2.2,1.51,3.07,2.81,1.37,4.17,0.47,1.89,1.1,2.42,2.35,3.2,2.93,2.37,1.41,4.04,1.26,2.59
July,,,,2.19,4.16,2.74,2.27,0.38,0.85,1.43,2.1,1.61,1.41,2.69,2.94,0.95,1.16,2.42,3.3,4.2,3.09,0.75,2.92,1.58,5.17,7.96,1.96,,,,,,,,,,2.24,5.05,1.1,1.57,4.35,4.56,2.98,2.14,1,0.81,5.57,2.43,3.11,5.96,2.89,3.92,1.36,1.2,3.38,2.48,1.55,2.55,1.48,3.01,2.94,0.95,1.13,3.24,3.52,0.81,3.51,3.09,3.33,1.51,3.76
August,,,,1.96,2.9,2.76,2.07,3.75,3.02,1.02,3.12,2.34,4.33,4.57,2.35,5.22,0.98,3.11,3.31,2.12,6.04,1.76,8.47,1.41,1.93,2.01,3.63,,,,,,,,,,2.58,5.05,1.92,2.01,3.45,4.79,2.26,0.75,1.9,1.44,0.7,0.55,3.72,2.28,0.25,3.81,2.28,1.52,1.91,1.82,5.45,0.93,4.99,1.24,3.85,5,4.76,2.59,4.41,0.54,5.54,4.48,2.98,1.05,4.07
September,,,,1.28,1.66,0.67,4.24,2.08,0.75,2.89,0.79,1.45,1.17,3.48,2.19,1.23,1.31,0.7,1.47,4.79,0.96,1.94,0.83,2.41,1.31,1.03,1.6,,,,,,,,,,1.16,5.4,0.58,1.04,4.67,2.73,3.01,0.71,2.31,3.44,3.08,2.29,1.82,0.82,1.85,0.75,1.18,1.32,3.38,1.48,4.05,1.52,2.65,1.6,3.57,2.18,1.18,2.28,1.78,1.21,2.95,4.08,4.29,0.22,4.71
October,,,,2.25,3.18,2.57,2.24,1.67,3.1,2.38,3.48,1.48,2.51,6.74,0.87,1.49,5.05,6.02,2.21,3.9,2.65,2.81,3.12,4.53,2.53,3.35,4.37,,,,,,,,,,3.02,2,4.75,4.03,2.83,0.81,3.45,3.29,1.28,3.51,1.5,2.7,2.5,3.73,4.32,2.83,2.73,2.17,3.3,2.97,0.63,0.44,2.8,5.02,0.81,0.69,4.56,1.8,3.43,1.26,1.67,1.45,2.38,2.54,6.34
November,,,,1.59,3.37,3.49,1.42,1.83,2.54,1.51,2.66,1.1,2.33,1.8,1.44,3.07,3.36,2.18,1.71,1.06,4.51,3.32,2.36,3.15,3.61,2.54,3.76,,,,,,,,,,6.62,4.31,2.89,7.81,3.4,3.57,1.45,1.06,2.16,5.68,2.61,1.38,3.12,3.59,6.53,2.68,1.4,1.73,4.55,0.37,4.87,1.7,1.93,3.26,4.5,6.89,2.06,0.96,5.17,3.25,0.69,1.96,2.38,3.92,3.65
December,,,,2.5,2.25,1.9,3.57,2.71,2.22,2.08,4.85,4.97,1.8,1.71,2.29,0.88,2.21,3.73,2.63,4.96,5.8,6.47,4.62,1.16,7.46,5.2,3.14,,,,,,,,,,0.63,3.15,2.35,4.8,3.1,0.99,0.92,0.44,5.08,3.58,2.29,2.62,4.48,1.95,1.73,1.16,3.67,1.09,1.64,3.5,2.62,2.43,4.4,1.64,1.81,2.31,2.69,1.06,1.69,2.1,2.77,2.82,2.28,5.13,3.5
