"BROMSGROVE (BURCOT PS)",,,,,,,,,,,,
Grid ref,SO984716,Long,-2.024909,Lat,52.342475,,,,,,,
Station no,2407,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.63,2.21,0.92,0.90,2.71,3.23,1.23,2.46,3.36,5.80,,
February,2.76,0.58,1.32,2.24,1.61,0.47,2.51,4.53,0.15,1.94,,
March,4.69,2.52,1.30,2.11,2.91,1.04,1.93,1.29,1.83,1.27,,
April,2.83,2.10,2.22,0.63,1.34,1.24,0.08,0.46,2.90,1.10,,
May,3.59,2.43,2.21,2.39,4.34,0.58,1.29,2.41,1.10,1.74,,
June,1.10,2.42,2.35,3.20,2.93,2.37,1.41,4.04,1.26,2.59,,
July,0.95,1.13,3.24,3.52,0.81,3.51,3.09,3.33,1.51,3.76,,
August,5.00,4.76,2.59,4.41,0.54,5.54,4.48,2.98,1.05,4.07,,
September,2.18,1.18,2.28,1.78,1.21,2.95,4.08,4.29,0.22,4.71,,
October,0.69,4.56,1.80,3.43,1.26,1.67,1.45,2.38,2.54,6.34,,
November,6.89,2.06,0.96,5.17,3.25,0.69,1.96,2.38,3.92,3.65,,
December,2.31,2.69,1.06,1.69,2.10,2.77,2.82,2.28,5.13,3.50,,
Total,35.62,28.64,22.25,31.47,25.01,26.06,26.33,32.83,24.97,40.47,,
Calc annual,35.62,28.64,22.25,31.47,25.01,26.06,26.33,32.83,24.97,40.47,,
Difference,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
