"BATLEY WOODWELL DEPOT",,,,,,,,,,,,
Grid ref,SE237240,Long,-1.642404,Lat,53.711887,,,,,,,
Station no,RR2943,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.97,1.30,1.50,1.62,1.48,0.46,3.12,1.00,1.20,1.16,,
February,3.23,0.52,0.85,1.81,3.80,0.56,1.42,1.24,0.86,0.46,,
March,0.26,1.90,0.88,2.69,1.80,2.14,1.68,1.94,2.92,2.76,,
April,0.50,1.80,1.71,0.91,1.82,1.56,0.40,0.90,1.44,2.50,,
May,0.87,1.17,2.43,3.81,2.12,0.88,1.90,2.46,2.10,1.76,,
June,2.08,0.67,2.05,1.40,1.66,2.11,2.24,3.08,1.14,3.02,,
July,2.24,2.12,1.69,2.68,1.68,1.66,1.08,2.12,2.02,3.20,,
August,5.28,1.43,3.87,1.95,3.35,4.38,2.09,1.54,1.60,2.50,,
September,0.12,0.63,1.52,2.74,0.18,1.46,0.52,0.48,2.80,2.28,,
October,3.93,1.93,2.37,7.43,0.48,1.90,4.20,4.92,1.10,2.08,,
November,2.30,3.65,1.55,1.22,1.44,3.66,3.04,3.28,0.88,0.40,,
December,2.62,3.63,2.06,0.96,1.54,0.52,1.72,1.88,1.16,4.00,,
Total,26.40,20.75,22.48,29.22,21.35,21.29,23.41,24.84,19.22,26.12,,
Calc annual,26.40,20.75,22.48,29.22,21.35,21.29,23.41,24.84,19.22,26.12,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
