"BRAMLEY (WOOD VIEW)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,191,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.39,2.48,3.79,1.84,2.83,2.85,4.28,2.87,3.94,1.49,4.66,
February,0.51,0.39,2.78,5.84,0.58,4.82,2.81,5.13,2.06,0.55,0.88,
March,2.23,1.59,2.38,3.28,1.41,0.94,0.43,3.56,2.59,0.02,1.59,
April,3.70,1.14,3.42,2.71,3.79,2.80,3.58,2.00,2.33,0.73,2.07,
May,0.79,1.81,1.63,3.31,4.36,2.95,2.12,1.05,2.40,2.18,2.75,
June,2.39,0.16,1.32,0.46,3.24,0.10,3.28,3.81,2.58,1.60,0.48,
July,4.91,0.53,4.29,1.76,4.19,4.55,1.45,2.16,1.97,1.60,2.85,
August,1.58,1.74,2.70,1.93,2.83,3.52,2.14,3.90,2.38,1.65,3.93,
September,2.41,1.09,1.69,1.63,4.95,2.25,0.83,5.38,1.38,0.21,3.16,
October,2.10,0.74,1.39,6.55,4.21,3.62,2.71,2.20,7.14,3.34,1.50,
November,1.84,2.13,1.98,1.92,3.16,2.70,6.88,4.23,2.88,7.48,4.27,
December,2.72,1.78,4.70,2.76,4.73,3.30,0.30,4.25,2.53,7.55,3.05,
Total,27.57,15.58,32.07,33.99,40.28,34.40,30.81,40.54,34.18,28.40,31.19,
Calc annual,27.57,15.58,32.07,33.99,40.28,34.40,30.81,40.54,34.18,28.40,31.19,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
