"MOORFOOT HILLS (EDGELAW)",,,,,,,,,,,,
Grid ref,NT304578,Long,-3.112036,Lat,55.808437,,,,,,,
Station no,5116,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.71,,,,,,,,,,,
February,2.37,,,,,,,,,,,
March,2.29,,,,,,,,,,,
April,2.39,,,,,,,,,,,
May,2.79,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,12.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
